iter	Logloss
287	0.3608371937
288	0.3607820567
289	0.3605597771
290	0.3604418289
291	0.3602078395
292	0.3601105346
293	0.3600665272
294	0.3599642345
295	0.3597377171
296	0.3596211971
297	0.3595133555
298	0.3594922514
299	0.3594285703
300	0.3594166575
301	0.3592172996
302	0.3591414301
303	0.3590388337
304	0.3588654449
305	0.3587415431
306	0.3587048352
307	0.3586315215
308	0.3584887507
309	0.3583221217
310	0.3581705574
311	0.3581274022
312	0.3579810738
313	0.3578348123
314	0.3578139392
315	0.3576185789
316	0.3574906556
317	0.3573344962
318	0.3571880705
319	0.3570372978
320	0.3569607181
321	0.3567946031
322	0.3567220406
323	0.3566715658
324	0.3566346439
325	0.3566037329
326	0.3565519553
327	0.3564480673
328	0.3564120178
329	0.3563874858
330	0.356315681
331	0.3562570553
332	0.3562068621
333	0.3561655017
334	0.3561278093
335	0.3559944011
336	0.3559426657
337	0.3557985422
338	0.3556869426
339	0.3556573124
340	0.3554028517
341	0.3553315285
342	0.3552143161
343	0.3551895865
344	0.3551305298
345	0.35502101
346	0.3549848708
347	0.3549349479
348	0.3548184192
349	0.3546722428
350	0.3546501513
351	0.3544930156
352	0.3544499434
353	0.3542941271
354	0.3541852375
355	0.3540567106
356	0.3540232145
357	0.3538379241
358	0.3538179881
359	0.3536385738
360	0.3535992126
361	0.3535035673
362	0.3534569978
363	0.3534145712
364	0.353319273
365	0.3532234552
366	0.3532081546
367	0.3530715762
368	0.3529946524
369	0.3529204379
370	0.3527728372
371	0.3527030091
372	0.3524402482
373	0.3524075864
374	0.3522262875
375	0.3521143343
376	0.351947392
377	0.3519086832
378	0.3518665863
379	0.3516895286
380	0.3515925236
381	0.3514493997
382	0.3513654421
383	0.351276807
384	0.3511471291
385	0.3509936671
386	0.3507523829
387	0.3506938803
388	0.3505694948
389	0.3503995875
390	0.35030121
391	0.3500349412
392	0.3499953575
393	0.3499757019
394	0.3498190883
395	0.3497819998
396	0.3496795655
397	0.3496424559
398	0.349526971
399	0.3493400962
400	0.3492197996
401	0.3491980679
402	0.3491658204
403	0.349040713
404	0.3490129981
405	0.3489766411
406	0.3488331253
407	0.3487211603
408	0.3484703796
409	0.3483591719
410	0.3482686737
411	0.3481547124
412	0.3481145167
413	0.3480521753
414	0.3479064227
415	0.3478692499
416	0.3478244476
417	0.3477610465
418	0.3476018309
419	0.3473788625
420	0.3472700964
421	0.3471560006
422	0.3470702766
423	0.3468624996
424	0.3467777652
425	0.3467616742
426	0.3467272315
427	0.3465902829
428	0.3465718628
429	0.3465305761
430	0.3463706342
431	0.3462873211
432	0.3461412025
433	0.3460383531
434	0.3460151234
435	0.3459867251
436	0.3457916276
437	0.3456973497
438	0.3456823411
439	0.3456190868
440	0.3454667418
441	0.3453438207
442	0.3452827996
443	0.3451445184
444	0.3450204214
445	0.3448675105
446	0.3447559981
447	0.3446399805
448	0.3444923145
449	0.3443769711
450	0.344308219
451	0.3442332881
452	0.3441381162
453	0.3440836452
454	0.3439708994
455	0.3438640886
456	0.3438493927
457	0.3437871283
458	0.3436912321
459	0.3435070511
460	0.3434611749
461	0.3433421167
462	0.3431635835
463	0.3430161937
464	0.3429729553
465	0.3429347587
466	0.3429265144
467	0.3428712554
468	0.3427605521
469	0.3426412522
470	0.3425187972
471	0.3424211165
472	0.3423175104
473	0.3422033974
474	0.3420858417
475	0.3420122286
476	0.3419697224
477	0.3417820446
478	0.3415961348
479	0.3414610729
480	0.3414129464
481	0.3412602922
482	0.3411271974
483	0.3410699145
484	0.3409691169
485	0.3408515802
486	0.3407248792
487	0.3406177363
488	0.3405042222
489	0.3404512724
490	0.3402999013
491	0.340109765
492	0.340076784
493	0.3400280529
494	0.3398873775
495	0.3398715282
496	0.3398073674
497	0.3396841399
498	0.3396149281
499	0.33946943
500	0.3393808005
501	0.3392764742
502	0.3391803587
503	0.3390989976
504	0.3389973452
505	0.338865813
506	0.3388496513
507	0.3387967689
508	0.3387347541
509	0.3387191987
510	0.3386309952
511	0.3385303215
512	0.3384726612
513	0.3383367252
514	0.3382276214
515	0.3380967627
516	0.3380185329
517	0.3379812296
518	0.337944406
519	0.3378204777
520	0.3376956864
521	0.3376162088
522	0.3375056556
523	0.3374137905
524	0.3373307123
525	0.3372605651
526	0.3372170109
527	0.3372016007
528	0.3371597079
529	0.3370823778
530	0.3369677199
531	0.3369065516
532	0.3368507288
533	0.3367842943
534	0.3367181969
535	0.3366527742
536	0.3366202038
537	0.3364933541
538	0.3364122744
539	0.3362887422
540	0.3361865766
541	0.3361584589
542	0.3360678144
543	0.3360536975
544	0.3359554154
545	0.3358589854
546	0.335784755
547	0.3357389152
548	0.3356898733
549	0.3356072142
550	0.3355240011
551	0.3354616813
552	0.3353376387
553	0.3351986168
554	0.335084057
555	0.3349923575
556	0.3349060733
557	0.3347981312
558	0.3346548004
559	0.3346442274
560	0.3345797765
561	0.3344833449
562	0.3344487945
563	0.334322217
564	0.3342094084
565	0.3340755134
566	0.3339873451
567	0.3338871977
568	0.3337773398
569	0.3336740585
570	0.3336191938
571	0.3335061689
572	0.3333852552
573	0.3332998589
574	0.3331979744
575	0.3330989935
576	0.3330315682
577	0.3329592385
578	0.332870571
579	0.3327653407
580	0.3326901447
581	0.3326521537
582	0.3326045732
583	0.3325363958
584	0.3324790603
585	0.332369948
586	0.3323186074
587	0.3322802881
588	0.3322079329
589	0.3321454291
590	0.3321063879
591	0.3320963661
592	0.3320511865
593	0.3320226258
594	0.331942884
595	0.3318435395
596	0.3317280678
597	0.3316635336
598	0.3316026992
599	0.3315653497
600	0.331513173
601	0.3315008361
602	0.3313996263
603	0.3313366592
604	0.3312562514
605	0.3312336672
606	0.3311387311
607	0.3311029534
608	0.331005981
609	0.3309620831
610	0.3309023131
611	0.330844364
612	0.3307451125
613	0.3307028631
614	0.3306791438
615	0.3306129191
616	0.3304948687
617	0.3304900307
618	0.330441644
619	0.3304112685
620	0.3303267104
621	0.3302396354
622	0.3301902172
623	0.3300490907
624	0.3299770917
625	0.3298859473
626	0.329790654
627	0.3297211406
628	0.3296741475
629	0.3295835756
630	0.3295443729
631	0.3294984942
632	0.3294642101
633	0.3293596756
634	0.3292920347
635	0.3292503702
636	0.3291422256
637	0.3290836138
638	0.3290116805
639	0.328970834
640	0.3289374623
641	0.3289308878
642	0.3288480881
643	0.3288154137
644	0.3287762999
645	0.3286743625
646	0.328610815
647	0.3285467313
648	0.3285138578
649	0.3284492788
650	0.3283432267
651	0.3282870432
652	0.3282196719
653	0.3281853552
654	0.3281553808
655	0.3280945329
656	0.3280325457
657	0.328005635
658	0.3279013333
659	0.3278668227
660	0.3278243528
661	0.3277208504
662	0.3277173399
663	0.3276819282
664	0.3276405663
665	0.3275635466
666	0.3275401578
667	0.3275274421
668	0.3274690355
669	0.3273522816
670	0.3273206621
671	0.3272535427
672	0.3272264434
673	0.3271320546
674	0.3270652255
675	0.3270156503
676	0.3269241084
677	0.32683185
678	0.3267786578
679	0.3267349147
680	0.326645114
681	0.3265920494
682	0.326526722
683	0.3264763014
684	0.3263944794
685	0.326363815
686	0.3263137655
687	0.3262181517
688	0.3261671511
689	0.3261073001
690	0.3260389481
691	0.3259624251
692	0.3258749706
693	0.3258034391
694	0.3257187047
695	0.325695384
696	0.3256577943
697	0.3255977985
698	0.3255398804
699	0.3254575916
700	0.3253734111
701	0.3253249145
702	0.3253080843
703	0.3252582611
704	0.3252219124
705	0.3251704092
706	0.3251142345
707	0.3250384274
708	0.324939117
709	0.3248875912
710	0.3248345574
711	0.3248026541
712	0.3247995732
713	0.3247738988
714	0.3247421825
715	0.3246609377
716	0.3246138791
717	0.3245580424
718	0.3245290184
719	0.3245163431
720	0.3244614535
721	0.324422482
722	0.324404879
723	0.3243811981
724	0.3243232761
725	0.3242408603
726	0.3241617827
727	0.3241249762
728	0.3241182544
729	0.324047631
730	0.3239743397
731	0.3239701761
732	0.3239348814
733	0.3238658056
734	0.3238041711
735	0.3237203807
736	0.3236641295
737	0.3236188015
738	0.3235337491
739	0.3234406424
740	0.3233921336
741	0.3233395543
742	0.3232320132
743	0.3232004473
744	0.323154127
745	0.3231220117
746	0.3230798913
747	0.3230116946
748	0.3229979761
749	0.3229619696
750	0.3228836235
751	0.3227623361
752	0.3226843099
753	0.3226347962
754	0.3225509575
755	0.3224922439
756	0.3224900283
757	0.3223487481
758	0.3222842825
759	0.3221937673
760	0.3221322253
761	0.3220915682
762	0.3220554726
763	0.3220069561
764	0.3219583703
765	0.3219036567
766	0.3218130486
767	0.3217815246
768	0.3217205185
769	0.3216143804
770	0.3216030438
771	0.321510483
772	0.3214788863
773	0.321388054
774	0.3213485972
775	0.3213154101
776	0.3212440705
777	0.3212409593
778	0.3211926792
779	0.3211151079
780	0.3210673323
781	0.3210230838
782	0.321007345
783	0.3209122476
784	0.3208576676
785	0.3207938125
786	0.3207672061
787	0.3207229594
788	0.3207196905
789	0.3206569918
790	0.3206541072
791	0.3205678469
792	0.3205647103
793	0.320507315
794	0.320339586
795	0.3203140061
796	0.3202586964
797	0.3202273667
798	0.3201494586
799	0.3200584013
800	0.3199471119
801	0.3198837652
802	0.3198280112
803	0.3197695177
804	0.3196959521
805	0.3196615376
806	0.3196334786
807	0.3195624644
808	0.3194781517
809	0.3194305373
810	0.3193641266
811	0.3193263873
812	0.3192946247
813	0.3191999621
814	0.3190992397
815	0.3190973095
816	0.3190774642
817	0.3190322524
818	0.3189571734
819	0.318927717
820	0.3188657126
821	0.3187802666
822	0.3187446626
823	0.3187078086
824	0.3186382635
825	0.3185659638
826	0.3184284413
827	0.3183519953
828	0.3183099645
829	0.3182477272
830	0.318172696
831	0.3180987135
832	0.3180738624
833	0.3180090865
834	0.3179583496
835	0.3179566729
836	0.3179107883
837	0.3178836144
838	0.3178091429
839	0.3177275638
840	0.3177188834
841	0.3176049619
842	0.3175006902
843	0.3174615058
844	0.3173898889
845	0.3173377993
846	0.3172652059
847	0.3172366866
848	0.3172122627
849	0.3171387001
850	0.3170750875
851	0.3170483341
852	0.3170275818
853	0.3170081178
854	0.3170053639
855	0.3169577254
856	0.3168912203
857	0.3168433143
858	0.316818132
859	0.3167535029
860	0.3166469147
861	0.3166451193
862	0.3166128472
863	0.316579544
864	0.316510318
865	0.3164168494
866	0.3163500453
867	0.3162824888
868	0.3162802881
869	0.3161482662
870	0.3161070899
871	0.3160457565
872	0.3159752018
873	0.3159242437
874	0.3158451104
875	0.3158429324
876	0.3158056417
877	0.3156367147
878	0.3155942905
879	0.3155694958
880	0.3154974821
881	0.3154484535
882	0.3154466722
883	0.3154448862
884	0.3154185453
885	0.3153423722
886	0.3152887495
887	0.3152799232
888	0.3152149348
889	0.3151635099
890	0.3150895168
891	0.3150218579
892	0.3149933022
893	0.3149912195
894	0.3149481692
895	0.3149183583
896	0.3148717587
897	0.3148494237
898	0.3147527168
899	0.3147197571
900	0.3146765594
901	0.3146167613
902	0.3145243284
903	0.3144796814
904	0.3144440761
905	0.3144415699
906	0.3144025777
907	0.3143718483
908	0.3143341436
909	0.3143105739
910	0.3142641099
911	0.3142032969
912	0.3142012708
913	0.3141465053
914	0.3140924876
915	0.3140496205
916	0.3139892382
917	0.3139452792
918	0.3139248627
919	0.3138801181
920	0.3138543709
921	0.3137868749
922	0.3137625646
923	0.3136848376
924	0.3136553153
925	0.3136323254
926	0.31350515
927	0.313481094
928	0.3134121608
929	0.3133700876
930	0.3132966234
931	0.3132411295
932	0.313203147
933	0.3130781752
934	0.3129922086
935	0.3129285943
936	0.3129010068
937	0.3128716828
938	0.3128205735
939	0.3127566881
940	0.3127273413
941	0.3127034642
942	0.3126649097
943	0.3125861382
944	0.3125781605
945	0.3125404981
946	0.3124775474
947	0.3124142368
948	0.3123806533
949	0.3123251467
950	0.312300095
951	0.3122385173
952	0.3122242651
953	0.3122072421
954	0.3121802899
955	0.3121294072
956	0.3120898022
957	0.3120695802
958	0.3120648663
959	0.3119804092
960	0.3119790092
961	0.3119476809
962	0.3119036814
963	0.3118722594
964	0.3118257864
965	0.3118033293
966	0.31174905
967	0.3117248804
968	0.3116846012
969	0.3116161087
970	0.3115784056
971	0.3115568375
972	0.3115149367
973	0.3114567497
974	0.3113599246
975	0.3113271999
976	0.3112976796
977	0.3112962526
978	0.3112399161
979	0.3112079311
980	0.3111459364
981	0.3111228954
982	0.3110849504
983	0.3110375793
984	0.3109981761
985	0.3109329016
986	0.3109146336
987	0.3108547656
988	0.3107965848
989	0.3107471957
990	0.3106866466
991	0.3106624642
992	0.3106401788
993	0.3106083863
994	0.3105668148
995	0.3105364218
996	0.3104833294
997	0.3104203213
998	0.3103882803
999	0.3103203325
1000	0.3102351341
1001	0.3101532306
1002	0.3101168367
1003	0.3100808469
1004	0.3100653244
1005	0.3100244192
1006	0.309998677
1007	0.3099963209
1008	0.3099761075
1009	0.3099476347
1010	0.3098671787
1011	0.3098336463
1012	0.3098114766
1013	0.3097353668
1014	0.309703861
1015	0.3096854508
1016	0.3096833069
1017	0.3096702177
1018	0.3095571382
1019	0.3094927929
1020	0.3093996969
1021	0.3093425183
1022	0.3093094703
1023	0.3092452826
1024	0.3092428101
1025	0.3091828873
1026	0.3091548906
1027	0.3090821953
1028	0.3090319803
1029	0.3090188929
1030	0.3089998564
1031	0.3089534119
1032	0.3089129211
1033	0.3088973693
1034	0.3088465001
1035	0.3088450325
1036	0.3088349714
1037	0.3087598893
1038	0.3087495997
1039	0.3087283875
1040	0.3086943305
1041	0.308683613
1042	0.3086412095
1043	0.3085861671
1044	0.3085551561
1045	0.3085407667
1046	0.3084762904
1047	0.3083906789
1048	0.3083433083
1049	0.3083283995
1050	0.3082909155
1051	0.3082806144
1052	0.3082333659
1053	0.3081631788
1054	0.3081518637
1055	0.3080228796
1056	0.3079948452
1057	0.307967519
1058	0.3078814084
1059	0.3078092276
1060	0.3077790799
1061	0.3077393842
1062	0.3077335328
1063	0.3077304911
1064	0.3077047006
1065	0.3076936805
1066	0.3076613106
1067	0.3076184763
1068	0.3075576702
1069	0.3075325266
1070	0.3075242463
1071	0.3074861952
1072	0.3074638912
1073	0.3074625261
1074	0.3074072059
1075	0.307336431
1076	0.3073112252
1077	0.3073093115
1078	0.3072584108
1079	0.3072428748
1080	0.3071959496
1081	0.3071557995
1082	0.3071472035
1083	0.3071465523
1084	0.3070599568
1085	0.306981149
1086	0.3069053015
1087	0.3068015881
1088	0.3067834365
1089	0.3067462184
1090	0.3067306399
1091	0.3066882567
1092	0.3066183827
1093	0.3065954472
1094	0.3065338638
1095	0.3064919465
1096	0.3064713474
1097	0.3064080229
1098	0.3063844142
1099	0.3063596586
1100	0.3062962378
1101	0.3062273134
1102	0.3061894437
1103	0.3061762842
1104	0.3060888065
1105	0.3060480276
1106	0.3060467211
1107	0.3060101757
1108	0.3059620056
1109	0.3058502585
1110	0.305826103
1111	0.3058103542
1112	0.3056982143
1113	0.3056497473
1114	0.305595593
1115	0.3055704802
1116	0.3055589913
1117	0.3055154785
1118	0.3054813342
1119	0.3054234827
1120	0.3053932663
1121	0.3053871492
1122	0.305310617
1123	0.3052888921
1124	0.3052273776
1125	0.3051781733
1126	0.3051527521
1127	0.3051359678
1128	0.3051101546
1129	0.305050072
1130	0.3050432075
1131	0.3050100308
1132	0.3049636232
1133	0.3049293414
1134	0.3049279868
1135	0.3048239409
1136	0.3048203083
1137	0.3047740944
1138	0.3047261633
1139	0.3047139806
1140	0.3046988838
1141	0.304652003
1142	0.3046293014
1143	0.3045707113
1144	0.3045006022
1145	0.3044392721
1146	0.3043906984
1147	0.3043771936
1148	0.3042323772
1149	0.3042133384
1150	0.3041678218
1151	0.3041440742
1152	0.3040308553
1153	0.3040077913
1154	0.3039852351
1155	0.3039436979
1156	0.3039427069
1157	0.3039282619
1158	0.3038890014
1159	0.3038415778
1160	0.3037798283
1161	0.303748656
1162	0.3036936895
1163	0.3036631264
1164	0.3036166706
1165	0.3035829204
1166	0.3035332033
1167	0.3035148002
1168	0.3034544922
1169	0.303431909
1170	0.3034296791
1171	0.3033759353
1172	0.3033039204
1173	0.3032497073
1174	0.3032142176
1175	0.3031909941
1176	0.3031543031
1177	0.3031289756
1178	0.3030719396
1179	0.3030287897
1180	0.3029832364
1181	0.3029577305
1182	0.3029290136
1183	0.3029272985
1184	0.3029016384
1185	0.3028934241
1186	0.3028716694
1187	0.302807166
1188	0.3027751214
1189	0.3027270573
1190	0.3026494738
1191	0.3025966094
1192	0.302524797
1193	0.3024656906
1194	0.3023666522
1195	0.3023094197
1196	0.3022943684
1197	0.3022747109
1198	0.3022328754
1199	0.3021744989
1200	0.3020977773
1201	0.3020204835
1202	0.3019343219
1203	0.3019105176
1204	0.3019042373
1205	0.3018266627
1206	0.3018003872
1207	0.3016346399
1208	0.301606111
1209	0.3015862799
1210	0.3015793607
1211	0.3015193617
1212	0.3014788778
1213	0.3014452233
1214	0.3013572825
1215	0.3013265982
1216	0.3011704145
1217	0.3009984141
1218	0.3009380424
1219	0.3008268252
1220	0.3007699802
1221	0.3007254451
1222	0.3007237921
1223	0.3006745532
1224	0.3006022589
1225	0.3005433491
1226	0.3004557543
1227	0.3004243258
1228	0.3003810936
1229	0.3003652957
1230	0.3002734082
1231	0.300232244
1232	0.3002047007
1233	0.300152775
1234	0.3001527682
1235	0.3001015894
1236	0.300085695
1237	0.3000750432
1238	0.2999933007
1239	0.2999753514
1240	0.299934945
1241	0.2999148293
1242	0.299875333
1243	0.2997222039
1244	0.2996723113
1245	0.2996174492
1246	0.299565432
1247	0.2995490358
1248	0.2995458584
1249	0.2995108792
1250	0.2994601273
1251	0.299405897
1252	0.2993311688
1253	0.2992761188
1254	0.299254978
1255	0.2992370317
1256	0.2991932542
1257	0.2991086725
1258	0.29910131
1259	0.2990609328
1260	0.2989950037
1261	0.2989072062
1262	0.2988491815
1263	0.2988041336
1264	0.2987868802
1265	0.2987791416
1266	0.2987318271
1267	0.2986654816
1268	0.2986461888
1269	0.2986197803
1270	0.2985758221
1271	0.2985670524
1272	0.2985256733
1273	0.2985247098
1274	0.2985235068
1275	0.2984873093
1276	0.2983993185
1277	0.298366658
1278	0.2983198396
1279	0.2982927461
1280	0.2982671572
1281	0.2982460111
1282	0.2980908597
1283	0.2980187032
1284	0.2980070063
1285	0.2979636966
1286	0.2979335571
1287	0.2979334476
1288	0.2978784799
1289	0.2978239861
1290	0.2977414419
1291	0.2976592095
1292	0.2976570482
1293	0.2976296894
1294	0.2976104697
1295	0.2975454581
1296	0.2975237309
1297	0.2974714621
1298	0.2974577526
1299	0.2973706378
1300	0.2973697311
1301	0.2973340325
1302	0.2972939679
1303	0.2972580741
1304	0.2972200396
1305	0.297177652
1306	0.2971252538
1307	0.2970359781
1308	0.297017321
1309	0.2969687209
1310	0.2969508192
1311	0.2968753239
1312	0.2968451562
1313	0.29670386
1314	0.2966733644
1315	0.2965745124
1316	0.2965395623
1317	0.296458952
1318	0.2964327463
1319	0.2963998748
1320	0.2963769801
1321	0.2963755406
1322	0.296341991
1323	0.296335345
1324	0.2963198075
1325	0.2962910288
1326	0.2962585094
1327	0.2961842865
1328	0.2961640765
1329	0.2960677156
1330	0.2960476615
1331	0.2960124896
1332	0.2959362241
1333	0.2959288432
1334	0.2958752252
1335	0.2958371488
1336	0.2958259442
1337	0.2957353889
1338	0.2956392899
1339	0.2956102534
1340	0.2955843598
1341	0.2954913915
1342	0.2954797041
1343	0.2954613899
1344	0.2954182865
1345	0.2953792235
1346	0.2953577946
1347	0.2952801434
1348	0.2952719477
1349	0.2951753261
1350	0.2951186678
1351	0.2950610526
1352	0.2950360368
1353	0.2949825401
1354	0.2949389367
1355	0.2949040452
1356	0.2948594527
1357	0.2948174032
1358	0.2947972036
1359	0.2947637708
1360	0.2946788729
1361	0.294649511
1362	0.2946246756
1363	0.2946147378
1364	0.2945863885
1365	0.2945565753
1366	0.2945308371
1367	0.2945117425
1368	0.2944633864
1369	0.2944504315
1370	0.2943802527
1371	0.2943224859
1372	0.2943099314
1373	0.2942686477
1374	0.2942307783
1375	0.2941434776
1376	0.294124059
1377	0.2940854674
1378	0.2940152251
1379	0.2939922681
1380	0.2939721957
1381	0.2939073785
1382	0.2938675188
1383	0.2938369173
1384	0.2937574188
1385	0.2937561023
1386	0.2937128132
1387	0.2936860134
1388	0.2936609169
1389	0.2936542893
1390	0.2936300687
1391	0.2936276832
1392	0.2935926795
1393	0.293548807
1394	0.2935163376
1395	0.293486633
1396	0.2934635868
1397	0.2933913434
1398	0.2933542898
1399	0.2933199701
1400	0.2932545133
1401	0.2932175292
1402	0.293184973
1403	0.2931378913
1404	0.2930981632
1405	0.293083037
1406	0.2930456091
1407	0.2930131069
1408	0.2928853192
1409	0.2928606865
1410	0.2928115674
1411	0.2928091959
1412	0.2927520182
1413	0.2927317611
1414	0.2927132826
1415	0.2926653912
1416	0.2926377225
1417	0.2925992439
1418	0.2925223199
1419	0.2925157709
1420	0.2924575263
1421	0.292429976
1422	0.2923882889
1423	0.2923729251
1424	0.2923716195
1425	0.2923579383
1426	0.2922986078
1427	0.2922768124
1428	0.2922701959
1429	0.2921972559
1430	0.2921773978
1431	0.2921306449
1432	0.2921155123
1433	0.2920553229
1434	0.2920366025
1435	0.2919880286
1436	0.2919195965
1437	0.2918693071
1438	0.2918235676
1439	0.2917520232
1440	0.2917203175
1441	0.2916595715
1442	0.2916070514
1443	0.2915580553
1444	0.291512701
1445	0.2914288539
1446	0.2914190391
1447	0.291407137
1448	0.291362445
1449	0.2913376055
1450	0.2913026782
1451	0.2912576195
1452	0.291230065
1453	0.2911929886
1454	0.2911277614
1455	0.2910663757
1456	0.2910536011
1457	0.2910424687
1458	0.2909994105
1459	0.2909752194
1460	0.2909734038
1461	0.2909452013
1462	0.2909394488
1463	0.2908929994
1464	0.290844757
1465	0.2908025399
1466	0.2907497552
1467	0.2907082014
1468	0.2906868773
1469	0.2906861594
1470	0.2906181445
1471	0.2906129033
1472	0.2906028429
1473	0.2905566408
1474	0.2905216968
1475	0.2904781813
1476	0.2904474266
1477	0.2904318711
1478	0.2904091455
1479	0.2903617734
1480	0.2903323137
1481	0.2902990449
1482	0.2902959756
1483	0.290240899
1484	0.2902400367
1485	0.2902219511
1486	0.2901849601
1487	0.2901610924
1488	0.2901049259
1489	0.2900846658
1490	0.2900226549
1491	0.2899927651
1492	0.2899421687
1493	0.2899236273
1494	0.2898859098
1495	0.2898531488
1496	0.2898164284
1497	0.2897146172
1498	0.2896636911
1499	0.2896573536
