iter	Passed	Remaining
589	1892	2919
590	1895	2915
591	1898	2912
592	1901	2908
593	1904	2905
594	1908	2902
595	1911	2898
596	1914	2895
597	1917	2892
598	1920	2889
599	1923	2885
600	1927	2882
601	1929	2878
602	1932	2875
603	1936	2872
604	1939	2868
605	1942	2865
606	1945	2862
607	1949	2859
608	1952	2856
609	1956	2853
610	1959	2850
611	1962	2847
612	1966	2845
613	1970	2842
614	1973	2839
615	1976	2836
616	1979	2833
617	1982	2829
618	1985	2826
619	1988	2822
620	1991	2819
621	1994	2816
622	1998	2812
623	2001	2809
624	2004	2805
625	2007	2802
626	2010	2799
627	2013	2795
628	2016	2792
629	2019	2789
630	2023	2786
631	2026	2782
632	2029	2779
633	2032	2776
634	2035	2772
635	2038	2769
636	2041	2765
637	2044	2762
638	2047	2759
639	2050	2755
640	2053	2752
641	2056	2748
642	2059	2745
643	2062	2741
644	2065	2738
645	2068	2735
646	2072	2731
647	2075	2728
648	2078	2725
649	2081	2721
650	2084	2718
651	2087	2715
652	2090	2712
653	2093	2708
654	2096	2705
655	2099	2701
656	2103	2698
657	2106	2694
658	2109	2691
659	2112	2688
660	2115	2684
661	2118	2681
662	2121	2677
663	2124	2674
664	2127	2671
665	2130	2668
666	2133	2664
667	2136	2661
668	2139	2657
669	2143	2654
670	2146	2651
671	2149	2648
672	2152	2644
673	2155	2641
674	2158	2637
675	2161	2634
676	2164	2631
677	2167	2627
678	2170	2624
679	2173	2621
680	2177	2618
681	2180	2615
682	2183	2611
683	2186	2608
684	2189	2605
685	2192	2601
686	2195	2598
687	2198	2595
688	2201	2591
689	2205	2588
690	2208	2585
691	2211	2581
692	2214	2578
693	2217	2575
694	2221	2572
695	2224	2569
696	2227	2565
697	2230	2562
698	2233	2559
699	2236	2556
700	2239	2553
701	2242	2549
702	2245	2546
703	2248	2542
704	2251	2539
705	2255	2536
706	2258	2532
707	2261	2529
708	2264	2526
709	2267	2522
710	2270	2519
711	2273	2515
712	2276	2512
713	2279	2508
714	2282	2505
715	2285	2502
716	2289	2499
717	2292	2496
718	2295	2493
719	2298	2490
720	2302	2487
721	2305	2484
722	2308	2480
723	2311	2477
724	2314	2474
725	2317	2471
726	2321	2467
727	2324	2464
728	2326	2461
729	2330	2457
730	2333	2454
731	2336	2451
732	2339	2447
733	2342	2444
734	2345	2441
735	2348	2438
736	2351	2434
737	2354	2431
738	2357	2428
739	2361	2424
740	2364	2421
741	2367	2418
742	2370	2415
743	2373	2411
744	2376	2408
745	2379	2405
746	2382	2402
747	2386	2398
748	2389	2395
749	2392	2392
750	2395	2389
751	2398	2385
752	2401	2382
753	2404	2379
754	2407	2376
755	2411	2372
756	2413	2369
757	2417	2366
758	2420	2362
759	2423	2359
760	2426	2356
761	2429	2353
762	2432	2349
763	2435	2346
764	2439	2343
765	2442	2340
766	2445	2336
767	2448	2333
768	2451	2330
769	2454	2327
770	2457	2323
771	2460	2320
772	2463	2317
773	2466	2313
774	2469	2310
775	2472	2307
776	2476	2304
777	2478	2300
778	2482	2297
779	2485	2294
780	2488	2291
781	2491	2287
782	2494	2284
783	2497	2281
784	2501	2278
785	2504	2274
786	2507	2271
787	2510	2268
788	2513	2264
789	2516	2261
790	2519	2258
791	2522	2254
792	2525	2251
793	2528	2248
794	2531	2245
795	2534	2241
796	2537	2238
797	2541	2235
798	2544	2232
799	2547	2229
800	2550	2225
801	2553	2222
802	2556	2219
803	2560	2216
804	2563	2212
805	2566	2209
806	2569	2206
807	2572	2202
808	2575	2199
809	2578	2196
810	2581	2192
811	2584	2189
812	2587	2186
813	2590	2183
814	2594	2180
815	2597	2176
816	2599	2173
817	2603	2170
818	2606	2167
819	2609	2163
820	2612	2160
821	2615	2157
822	2618	2153
823	2621	2150
824	2624	2147
825	2627	2144
826	2630	2140
827	2633	2137
828	2636	2134
829	2640	2131
830	2643	2128
831	2646	2124
832	2649	2121
833	2652	2118
834	2655	2114
835	2658	2111
836	2661	2108
837	2664	2104
838	2667	2101
839	2670	2098
840	2673	2094
841	2676	2091
842	2679	2088
843	2682	2085
844	2685	2081
845	2688	2078
846	2692	2075
847	2695	2072
848	2698	2069
849	2701	2065
850	2704	2062
851	2707	2059
852	2710	2056
853	2713	2052
854	2716	2049
855	2719	2046
856	2722	2042
857	2726	2039
858	2729	2036
859	2732	2033
860	2735	2030
861	2738	2026
862	2741	2023
863	2744	2020
864	2747	2017
865	2751	2014
866	2754	2010
867	2757	2007
868	2760	2004
869	2763	2001
870	2766	1998
871	2769	1994
872	2773	1991
873	2776	1988
874	2779	1985
875	2782	1981
876	2785	1978
877	2788	1975
878	2791	1972
879	2794	1968
880	2797	1965
881	2801	1962
882	2803	1959
883	2806	1955
884	2809	1952
885	2812	1949
886	2815	1946
887	2818	1942
888	2821	1939
889	2825	1936
890	2828	1933
891	2831	1930
892	2834	1926
893	2837	1923
894	2840	1920
895	2843	1916
896	2846	1913
897	2849	1910
898	2852	1907
899	2855	1903
900	2858	1900
901	2861	1897
902	2865	1894
903	2868	1891
904	2871	1887
905	2874	1884
906	2877	1881
907	2880	1878
908	2883	1874
909	2886	1871
910	2889	1868
911	2892	1865
912	2895	1861
913	2898	1858
914	2902	1855
915	2905	1852
916	2908	1849
917	2911	1845
918	2914	1842
919	2917	1839
920	2920	1836
921	2923	1832
922	2926	1829
923	2929	1826
924	2932	1823
925	2935	1819
926	2938	1816
927	2942	1813
928	2945	1810
929	2948	1807
930	2951	1803
931	2954	1800
932	2957	1797
933	2961	1794
934	2964	1791
935	2968	1788
936	2971	1785
937	2974	1782
938	2978	1779
939	2981	1776
940	2985	1773
941	2988	1770
942	2991	1766
943	2994	1763
944	2997	1760
945	3001	1757
946	3004	1754
947	3007	1751
948	3010	1747
949	3013	1744
950	3016	1741
951	3019	1738
952	3022	1734
953	3025	1731
954	3028	1728
955	3031	1724
956	3034	1721
957	3037	1718
958	3040	1715
959	3043	1711
960	3046	1708
961	3049	1705
962	3052	1701
963	3055	1698
964	3058	1695
965	3061	1692
966	3064	1689
967	3067	1685
968	3070	1682
969	3073	1679
970	3076	1676
971	3079	1672
972	3082	1669
973	3085	1666
974	3088	1663
975	3091	1659
976	3094	1656
977	3097	1653
978	3100	1649
979	3103	1646
980	3106	1643
981	3109	1640
982	3112	1637
983	3115	1633
984	3119	1630
985	3122	1627
986	3125	1624
987	3128	1621
988	3131	1617
989	3134	1614
990	3137	1611
991	3140	1608
992	3143	1605
993	3146	1601
994	3149	1598
995	3152	1595
996	3156	1592
997	3159	1589
998	3162	1585
999	3165	1582
1000	3168	1579
1001	3171	1576
1002	3174	1573
1003	3178	1570
1004	3181	1566
1005	3184	1563
1006	3187	1560
1007	3189	1557
1008	3192	1553
1009	3196	1550
1010	3199	1547
1011	3202	1544
1012	3205	1540
1013	3208	1537
1014	3211	1534
1015	3214	1531
1016	3217	1528
1017	3220	1524
1018	3224	1521
1019	3227	1518
1020	3230	1515
1021	3233	1512
1022	3236	1509
1023	3240	1506
1024	3242	1502
1025	3246	1499
1026	3249	1496
1027	3252	1493
1028	3255	1490
1029	3258	1486
1030	3261	1483
1031	3265	1480
1032	3268	1477
1033	3271	1474
1034	3275	1471
1035	3278	1468
1036	3281	1465
1037	3284	1462
1038	3288	1458
1039	3291	1455
1040	3294	1452
1041	3298	1449
1042	3301	1446
1043	3304	1443
1044	3307	1440
1045	3310	1437
1046	3313	1433
1047	3317	1430
1048	3320	1427
1049	3323	1424
1050	3326	1421
1051	3329	1417
1052	3332	1414
1053	3335	1411
1054	3338	1408
1055	3341	1405
1056	3345	1401
1057	3348	1398
1058	3351	1395
1059	3354	1392
1060	3357	1389
1061	3361	1386
1062	3363	1382
1063	3366	1379
1064	3369	1376
1065	3372	1373
1066	3375	1369
1067	3379	1366
1068	3382	1363
1069	3385	1360
1070	3388	1357
1071	3391	1354
1072	3394	1350
1073	3397	1347
1074	3400	1344
1075	3403	1341
1076	3406	1338
1077	3409	1334
1078	3412	1331
1079	3415	1328
1080	3418	1325
1081	3421	1321
1082	3424	1318
1083	3427	1315
1084	3430	1312
1085	3433	1309
1086	3437	1305
1087	3440	1302
1088	3443	1299
1089	3446	1296
1090	3449	1293
1091	3452	1289
1092	3455	1286
1093	3458	1283
1094	3461	1280
1095	3464	1277
1096	3467	1273
1097	3470	1270
1098	3473	1267
1099	3476	1264
1100	3480	1261
1101	3483	1257
1102	3486	1254
1103	3489	1251
1104	3492	1248
1105	3495	1245
1106	3498	1241
1107	3501	1238
1108	3504	1235
1109	3507	1232
1110	3511	1229
1111	3513	1226
1112	3517	1222
1113	3520	1219
1114	3523	1216
1115	3526	1213
1116	3529	1210
1117	3532	1207
1118	3535	1203
1119	3539	1200
1120	3542	1197
1121	3544	1194
1122	3548	1191
1123	3551	1187
1124	3554	1184
1125	3557	1181
1126	3560	1178
1127	3563	1175
1128	3566	1172
1129	3569	1168
1130	3572	1165
1131	3576	1162
1132	3579	1159
1133	3582	1156
1134	3585	1152
1135	3588	1149
1136	3591	1146
1137	3594	1143
1138	3597	1140
1139	3600	1137
1140	3603	1133
1141	3606	1130
1142	3609	1127
1143	3613	1124
1144	3616	1121
1145	3619	1118
1146	3622	1114
1147	3625	1111
1148	3628	1108
1149	3631	1105
1150	3634	1102
1151	3637	1098
1152	3641	1095
1153	3644	1092
1154	3647	1089
1155	3650	1086
1156	3652	1082
1157	3655	1079
1158	3659	1076
1159	3662	1073
1160	3665	1070
1161	3668	1067
1162	3671	1063
1163	3674	1060
1164	3677	1057
1165	3680	1054
1166	3683	1051
1167	3686	1047
1168	3690	1044
1169	3693	1041
1170	3695	1038
1171	3698	1035
1172	3702	1032
1173	3705	1028
1174	3708	1025
1175	3711	1022
1176	3714	1019
1177	3717	1016
1178	3721	1013
1179	3724	1009
1180	3727	1006
1181	3730	1003
1182	3733	1000
1183	3736	997
1184	3739	994
1185	3742	990
1186	3745	987
1187	3748	984
1188	3751	981
1189	3754	978
1190	3757	974
1191	3760	971
1192	3764	968
1193	3767	965
1194	3770	962
1195	3774	959
1196	3777	956
1197	3780	952
1198	3783	949
1199	3786	946
1200	3789	943
1201	3792	940
1202	3795	937
1203	3798	933
1204	3801	930
1205	3805	927
1206	3808	924
1207	3811	921
1208	3814	918
1209	3817	914
1210	3820	911
1211	3823	908
1212	3826	905
1213	3829	902
1214	3832	899
1215	3835	895
1216	3839	892
1217	3842	889
1218	3845	886
1219	3848	883
1220	3851	880
1221	3854	876
1222	3857	873
1223	3860	870
1224	3864	867
1225	3867	864
1226	3870	861
1227	3873	858
1228	3876	854
1229	3879	851
1230	3883	848
1231	3886	845
1232	3889	842
1233	3892	839
1234	3894	835
1235	3897	832
1236	3900	829
1237	3903	826
1238	3906	822
1239	3909	819
1240	3912	816
1241	3915	813
1242	3918	810
1243	3921	807
1244	3924	803
1245	3927	800
1246	3930	797
1247	3933	794
1248	3936	791
1249	3939	787
1250	3942	784
1251	3946	781
1252	3949	778
1253	3952	775
1254	3955	772
1255	3958	768
1256	3961	765
1257	3964	762
1258	3967	759
1259	3970	756
1260	3974	753
1261	3977	750
1262	3980	746
1263	3983	743
1264	3986	740
1265	3989	737
1266	3992	734
1267	3996	731
1268	3999	728
1269	4002	724
1270	4006	721
1271	4009	718
1272	4012	715
1273	4015	712
1274	4018	709
1275	4022	706
1276	4025	702
1277	4029	699
1278	4032	696
1279	4035	693
1280	4038	690
1281	4041	687
1282	4044	684
1283	4047	680
1284	4050	677
1285	4053	674
1286	4056	671
1287	4059	668
1288	4062	664
1289	4065	661
1290	4068	658
1291	4071	655
1292	4074	652
1293	4077	649
1294	4080	646
1295	4084	642
1296	4086	639
1297	4090	636
1298	4093	633
1299	4096	630
1300	4098	626
1301	4102	623
1302	4105	620
1303	4108	617
1304	4111	614
1305	4114	611
1306	4117	608
1307	4120	604
1308	4123	601
1309	4126	598
1310	4130	595
1311	4133	592
1312	4136	589
1313	4139	586
1314	4142	582
1315	4146	579
1316	4149	576
1317	4152	573
1318	4155	570
1319	4158	567
1320	4161	563
1321	4164	560
1322	4166	557
1323	4169	554
1324	4172	551
1325	4175	547
1326	4178	544
1327	4182	541
1328	4185	538
1329	4188	535
1330	4191	532
1331	4194	529
1332	4197	525
1333	4200	522
1334	4203	519
1335	4206	516
1336	4209	513
1337	4212	510
1338	4215	506
1339	4219	503
1340	4222	500
1341	4225	497
1342	4228	494
1343	4231	491
1344	4234	487
1345	4237	484
1346	4240	481
1347	4243	478
1348	4246	475
1349	4249	472
1350	4253	469
1351	4256	465
1352	4259	462
1353	4263	459
1354	4266	456
1355	4270	453
1356	4273	450
1357	4276	447
1358	4279	444
1359	4283	440
1360	4286	437
1361	4289	434
1362	4293	431
1363	4296	428
1364	4299	425
1365	4302	422
1366	4305	418
1367	4308	415
1368	4312	412
1369	4315	409
1370	4318	406
1371	4321	403
1372	4324	400
1373	4327	396
1374	4330	393
1375	4333	390
1376	4337	387
1377	4340	384
1378	4343	381
1379	4346	377
1380	4349	374
1381	4352	371
1382	4356	368
1383	4359	365
1384	4362	362
1385	4365	359
1386	4368	355
1387	4371	352
1388	4374	349
1389	4377	346
1390	4380	343
1391	4383	340
1392	4387	336
1393	4390	333
1394	4393	330
1395	4396	327
1396	4399	324
1397	4402	321
1398	4405	318
1399	4409	314
1400	4412	311
1401	4415	308
1402	4418	305
1403	4421	302
1404	4425	299
1405	4428	296
1406	4431	292
1407	4434	289
1408	4437	286
1409	4440	283
1410	4443	280
1411	4446	277
1412	4450	273
1413	4453	270
1414	4456	267
1415	4459	264
1416	4462	261
1417	4465	258
1418	4469	255
1419	4472	251
1420	4475	248
1421	4478	245
1422	4481	242
1423	4484	239
1424	4487	236
1425	4490	233
1426	4493	229
1427	4496	226
1428	4499	223
1429	4502	220
1430	4505	217
1431	4509	214
1432	4512	210
1433	4515	207
1434	4518	204
1435	4521	201
1436	4524	198
1437	4528	195
1438	4531	192
1439	4534	188
1440	4537	185
1441	4540	182
1442	4543	179
1443	4546	176
1444	4549	173
1445	4553	170
1446	4556	166
1447	4559	163
1448	4562	160
1449	4565	157
1450	4568	154
1451	4571	151
1452	4574	147
1453	4578	144
1454	4581	141
1455	4584	138
1456	4587	135
1457	4590	132
1458	4593	129
1459	4596	125
1460	4599	122
1461	4602	119
1462	4605	116
1463	4608	113
1464	4611	110
1465	4614	107
1466	4618	103
1467	4621	100
1468	4624	97
1469	4627	94
1470	4630	91
1471	4633	88
1472	4636	84
1473	4639	81
1474	4642	78
1475	4645	75
1476	4648	72
1477	4651	69
1478	4654	66
1479	4657	62
1480	4660	59
1481	4663	56
1482	4666	53
1483	4670	50
1484	4672	47
1485	4676	44
1486	4679	40
1487	4682	37
1488	4685	34
1489	4688	31
1490	4691	28
1491	4694	25
1492	4697	22
1493	4700	18
1494	4703	15
1495	4707	12
1496	4710	9
1497	4713	6
1498	4716	3
1499	4719	0
