iter	RMSE
322	299.5833064
323	299.5623883
324	299.5373291
325	299.5115385
326	299.4950255
327	299.4294099
328	299.385431
329	299.3643423
330	299.2751167
331	299.1574807
332	299.1160637
333	299.0781689
334	299.0160385
335	298.9919594
336	298.9384119
337	298.7971724
338	298.7610713
339	298.6528546
340	298.5438003
341	298.3982082
342	298.2840681
343	298.2543043
344	298.2080227
345	298.0939105
346	298.0784243
347	298.0122769
348	297.95286
349	297.932199
350	297.8890027
351	297.7664588
352	297.7072789
353	297.5649391
354	297.5283258
355	297.4968265
356	297.4743095
357	297.4373577
358	297.4035002
359	297.3471714
360	297.2063285
361	297.1837058
362	297.1472256
363	297.1181946
364	297.1099216
365	297.1072901
366	297.0744217
367	296.9540049
368	296.9121796
369	296.8388663
370	296.7318915
371	296.6950588
372	296.5889017
373	296.5330917
374	296.5027268
375	296.4214292
376	296.392447
377	296.3260839
378	296.18234
379	296.0485718
380	296.0023823
381	295.9471201
382	295.9436399
383	295.8546019
384	295.8517431
385	295.8301042
386	295.7718877
387	295.7412332
388	295.6571647
389	295.5742277
390	295.4434567
391	295.3321486
392	295.281941
393	295.2561898
394	295.1790723
395	295.086031
396	295.0566137
397	295.0054919
398	294.9622036
399	294.9201577
400	294.8882779
401	294.842289
402	294.7850162
403	294.6806372
404	294.6631256
405	294.543422
406	294.4933535
407	294.417307
408	294.3805711
409	294.3102982
410	294.1048323
411	294.0709134
412	293.9490804
413	293.9217781
414	293.8748215
415	293.7943242
416	293.7016302
417	293.6569355
418	293.5924737
419	293.5577053
420	293.5048201
421	293.4596584
422	293.4406047
423	293.3902049
424	293.303369
425	293.23674
426	293.1972929
427	293.1027318
428	293.0771486
429	293.0139437
430	292.9648447
431	292.9407508
432	292.9200232
433	292.8446677
434	292.8114103
435	292.6201581
436	292.5271054
437	292.4933231
438	292.4789601
439	292.4460571
440	292.4067564
441	292.3877284
442	292.2982887
443	292.1710108
444	292.1510014
445	292.1050588
446	292.0075322
447	291.929665
448	291.8517454
449	291.7742571
450	291.7450908
451	291.7083286
452	291.6785188
453	291.6474344
454	291.5620483
455	291.4931976
456	291.4652686
457	291.4444866
458	291.3722389
459	291.3550364
460	291.3202842
461	291.138233
462	291.1101213
463	291.0804231
464	291.0642867
465	290.9572432
466	290.7531533
467	290.7373553
468	290.6343484
469	290.5912624
470	290.5823437
471	290.4300425
472	290.4278091
473	290.3879773
474	290.3785169
475	290.3514449
476	290.3039936
477	290.2235539
478	290.1206598
479	290.0593483
480	290.0442489
481	289.9010449
482	289.825155
483	289.806865
484	289.7817435
485	289.7532313
486	289.6941749
487	289.6481879
488	289.6279728
489	289.4922519
490	289.4704689
491	289.4421207
492	289.4397478
493	289.3751673
494	289.3090919
495	289.2964323
496	289.2259715
497	289.1916326
498	289.1888334
499	289.1846995
500	289.088311
501	288.9986405
502	288.9614828
503	288.9405937
504	288.9150512
505	288.8479858
506	288.7519128
507	288.7119448
508	288.6901037
509	288.6176223
510	288.6034831
511	288.5708711
512	288.5539893
513	288.4747759
514	288.419607
515	288.3800491
516	288.3773195
517	288.3099694
518	288.3061334
519	288.180344
520	288.1131367
521	288.0861546
522	288.0546671
523	287.9724628
524	287.9623241
525	287.9329238
526	287.864094
527	287.8060134
528	287.7282791
529	287.6945197
530	287.6105204
531	287.5497625
532	287.4087997
533	287.3949965
534	287.3639374
535	287.3343733
536	287.3076635
537	287.2658379
538	287.2310531
539	287.0781554
540	287.0245559
541	286.9827767
542	286.9003515
543	286.8960015
544	286.8811984
545	286.8753917
546	286.761043
547	286.672153
548	286.6214226
549	286.5881956
550	286.5519923
551	286.5482688
552	286.500252
553	286.4867681
554	286.4584847
555	286.446314
556	286.4238254
557	286.4129644
558	286.3878784
559	286.3406939
560	286.1975859
561	286.1311313
562	286.0828461
563	286.0653288
564	286.0490103
565	285.9704282
566	285.9597457
567	285.8862259
568	285.839995
569	285.7783752
570	285.7723697
571	285.7536069
572	285.7407991
573	285.7282994
574	285.7256104
575	285.6654893
576	285.6150941
577	285.5941982
578	285.5341601
579	285.5098253
580	285.4787307
581	285.4719934
582	285.4698193
583	285.4518112
584	285.4270637
585	285.4153127
586	285.3721638
587	285.3384596
588	285.3147827
589	285.2364931
590	285.2016819
591	285.0884599
592	285.0703018
593	285.0599944
594	285.0576073
595	284.9993278
596	284.9617765
597	284.8732298
598	284.8501206
599	284.8428329
600	284.816064
601	284.7942619
602	284.7799834
603	284.7641418
604	284.7270902
605	284.7249793
606	284.7009831
607	284.6507037
608	284.5950962
609	284.5637144
610	284.5411527
611	284.4874916
612	284.4509656
613	284.3883723
614	284.3447754
615	284.3314646
616	284.2858911
617	284.1971614
618	284.1614379
619	284.1294445
620	284.104564
621	284.0574347
622	284.0474682
623	284.0291491
624	284.0007848
625	283.9970406
626	283.9396798
627	283.8338543
628	283.7374858
629	283.6963266
630	283.6582459
631	283.609165
632	283.5986503
633	283.5952226
634	283.5831134
635	283.5136138
636	283.4257301
637	283.4165862
638	283.4069518
639	283.3706149
640	283.3311131
641	283.2760604
642	283.2643972
643	283.2460671
644	283.2315089
645	283.2241904
646	283.1999221
647	283.1558657
648	283.1471224
649	283.1303228
650	283.1074532
651	283.0566125
652	283.0345425
653	282.9573512
654	282.8601894
655	282.8313066
656	282.7923212
657	282.7468587
658	282.7146128
659	282.6584543
660	282.6505013
661	282.6436708
662	282.6055836
663	282.5450364
664	282.5020053
665	282.4323413
666	282.4208549
667	282.3870295
668	282.3432606
669	282.2814949
670	282.2717376
671	282.2299814
672	282.1619821
673	282.1565668
674	282.1367275
675	282.1169017
676	282.1082562
677	282.0656197
678	282.0227634
679	281.9823186
680	281.939807
681	281.9098435
682	281.8796629
683	281.8692165
684	281.8163109
685	281.7747041
686	281.7678667
687	281.6440942
688	281.6160611
689	281.6025946
690	281.5671537
691	281.54518
692	281.5099019
693	281.482613
694	281.443773
695	281.3806237
696	281.3416453
697	281.3286127
698	281.3028286
699	281.2541619
700	281.2444769
701	281.1501861
702	281.1298821
703	281.1106657
704	281.0784132
705	281.0458991
706	281.0392227
707	280.990116
708	280.9570817
709	280.9142585
710	280.8892338
711	280.8002215
712	280.7996208
713	280.7686831
714	280.7561517
715	280.7499036
716	280.7104809
717	280.6990447
718	280.6699438
719	280.6665194
720	280.6463072
721	280.5320032
722	280.4976761
723	280.4676607
724	280.4236605
725	280.4053887
726	280.4049632
727	280.3292241
728	280.2742894
729	280.2052202
730	280.1163405
731	280.0965441
732	280.0235247
733	279.9923784
734	279.9475081
735	279.9280317
736	279.9200629
737	279.8761011
738	279.8518485
739	279.7970409
740	279.7837406
741	279.7694888
742	279.7292127
743	279.6729541
744	279.6130991
745	279.5480351
746	279.4969195
747	279.439801
748	279.3597479
749	279.3518232
750	279.2757526
751	279.2698598
752	279.2246748
753	279.1913017
754	279.1445273
755	279.1183847
756	279.0253288
757	278.976315
758	278.9578526
759	278.9504478
760	278.9297497
761	278.9270512
762	278.8971304
763	278.8095823
764	278.7477899
765	278.7195636
766	278.6788736
767	278.564451
768	278.5275638
769	278.5059126
770	278.4792912
771	278.4511537
772	278.423845
773	278.4002051
774	278.3885917
775	278.3600397
776	278.3006507
777	278.2675453
778	278.2289941
779	278.2099277
780	278.1558439
781	278.1475175
782	278.1234859
783	278.1060638
784	278.0491056
785	277.9984028
786	277.9654986
787	277.9516944
788	277.8849953
789	277.8534785
790	277.8289979
791	277.7672506
792	277.7177292
793	277.6919566
794	277.6470491
795	277.641627
796	277.6078856
797	277.5855295
798	277.5239259
799	277.5136063
800	277.5080474
801	277.4535047
802	277.4312044
803	277.4002668
804	277.3654145
805	277.3317605
806	277.3028733
807	277.2759835
808	277.2575833
809	277.2455957
810	277.2094587
811	277.2015024
812	277.1602616
813	277.1199207
814	277.1020353
815	277.0895014
816	277.0650861
817	276.9570503
818	276.9145112
819	276.9047092
820	276.8621785
821	276.8156887
822	276.7886148
823	276.7830087
824	276.774351
825	276.7295288
826	276.6361476
827	276.5864119
828	276.5342951
829	276.4886937
830	276.4796667
831	276.4711757
832	276.466144
833	276.4249069
834	276.4055853
835	276.3957846
836	276.33417
837	276.3262649
838	276.2973572
839	276.2621259
840	276.187713
841	276.1712688
842	276.1659743
843	276.1519827
844	276.0932479
845	276.0612846
846	275.9621798
847	275.9006077
848	275.8715931
849	275.8483174
850	275.8391829
851	275.7900456
852	275.7746063
853	275.7629868
854	275.7353099
855	275.7025129
856	275.6521004
857	275.6249398
858	275.591914
859	275.5882213
860	275.5608176
861	275.5221753
862	275.4888394
863	275.4393466
864	275.4162212
865	275.3460454
866	275.3335757
867	275.2849652
868	275.2618152
869	275.2391181
870	275.1875496
871	275.1288343
872	275.0809326
873	275.0762197
874	275.0504458
875	275.0407643
876	275.0218806
877	274.9814998
878	274.9508464
879	274.9504042
880	274.9170608
881	274.9149146
882	274.9099397
883	274.888884
884	274.8175488
885	274.8167091
886	274.796916
887	274.7786076
888	274.7759249
889	274.7391528
890	274.7017749
891	274.6222035
892	274.5969509
893	274.5216147
894	274.5210911
895	274.4841165
896	274.4638972
897	274.4286565
898	274.4014966
899	274.3433342
900	274.3145216
901	274.2907944
902	274.2510897
903	274.2412307
904	274.2021533
905	274.1959949
906	274.1874908
907	274.1566401
908	274.1193481
909	274.1128653
910	274.097499
911	274.0634293
912	274.0629423
913	274.056152
914	273.9746728
915	273.9699702
916	273.9300036
917	273.8770446
918	273.8700034
919	273.8251181
920	273.8042061
921	273.7758231
922	273.7599472
923	273.7417201
924	273.7336616
925	273.7119654
926	273.6778268
927	273.587752
928	273.5497892
929	273.4978208
930	273.4555847
931	273.4406123
932	273.3742554
933	273.3647811
934	273.3067338
935	273.2691142
936	273.211419
937	273.2073182
938	273.1579024
939	273.1532896
940	273.129344
941	273.1091729
942	273.0815199
943	273.0200394
944	272.97406
945	272.9360337
946	272.8920058
947	272.8364346
948	272.8010422
949	272.7564813
950	272.7377849
951	272.7298382
952	272.7147892
953	272.6951957
954	272.6585791
955	272.6243533
956	272.5980456
957	272.5932859
958	272.5724748
959	272.5515648
960	272.4779111
961	272.458591
962	272.4387618
963	272.4369167
964	272.4007982
965	272.3765691
966	272.3317726
967	272.3304643
968	272.3103703
969	272.2778613
970	272.2316606
971	272.2085661
972	272.1660269
973	272.1405612
974	272.1327005
975	272.1270184
976	272.1055109
977	272.099903
978	272.0851407
979	272.0404308
980	272.0315621
981	272.0152754
982	272.0111841
983	271.9695943
984	271.9490181
985	271.8996205
986	271.8639088
987	271.8135608
988	271.7825902
989	271.769705
990	271.7378334
991	271.7058073
992	271.6699867
993	271.6561245
994	271.6486258
995	271.644785
996	271.6048383
997	271.5601392
998	271.5152531
999	271.5056385
1000	271.4757166
1001	271.4555396
1002	271.4266819
1003	271.4036248
1004	271.3641727
1005	271.3601335
1006	271.3488129
1007	271.3312734
1008	271.308753
1009	271.2851151
1010	271.2446994
1011	271.2134494
1012	271.1995084
1013	271.1914152
1014	271.1841795
1015	271.1718402
1016	271.157615
1017	271.0954573
1018	271.0541656
1019	271.0286688
1020	270.9670168
1021	270.9176079
1022	270.9141173
1023	270.8875969
1024	270.8683265
1025	270.8624375
1026	270.8312548
1027	270.8261501
1028	270.7953718
1029	270.7880639
1030	270.7368198
1031	270.610972
1032	270.56375
1033	270.5597537
1034	270.4806359
1035	270.461225
1036	270.4531391
1037	270.4179654
1038	270.4113488
1039	270.3743838
1040	270.3576601
1041	270.3538916
1042	270.3410783
1043	270.3146725
1044	270.2922826
1045	270.2593022
1046	270.2029641
1047	270.2003649
1048	270.1431489
1049	270.1325024
1050	270.1052058
1051	270.0916789
1052	270.0888724
1053	270.0826908
1054	270.0702648
1055	270.0607879
1056	270.0543172
1057	270.0374268
1058	270.027946
1059	269.9994213
1060	269.9251665
1061	269.9210596
1062	269.907844
1063	269.9005321
1064	269.8948006
1065	269.8661102
1066	269.8526094
1067	269.8110578
1068	269.8052235
1069	269.78658
1070	269.7819478
1071	269.7732796
1072	269.7623395
1073	269.6708881
1074	269.6700852
1075	269.6434816
1076	269.6383069
1077	269.6209939
1078	269.6174368
1079	269.6127404
1080	269.5528976
1081	269.5483864
1082	269.5477622
1083	269.5237448
1084	269.4783596
1085	269.4356353
1086	269.3862646
1087	269.3852578
1088	269.3376477
1089	269.3355867
1090	269.3245403
1091	269.278899
1092	269.2521892
1093	269.2369364
1094	269.1935935
1095	269.138584
1096	269.1034877
1097	269.1000183
1098	269.0898323
1099	269.0841573
1100	269.0502478
1101	269.0205547
1102	268.9610987
1103	268.9542655
1104	268.9528168
1105	268.9310372
1106	268.9214476
1107	268.9146445
1108	268.8920724
1109	268.8836158
1110	268.8660828
1111	268.8498415
1112	268.8380021
1113	268.8217467
1114	268.805816
1115	268.7183958
1116	268.6826212
1117	268.661145
1118	268.6545169
1119	268.6070473
1120	268.5477571
1121	268.5124706
1122	268.4883132
1123	268.4408385
1124	268.4367247
1125	268.4351668
1126	268.3921973
1127	268.3763174
1128	268.3731874
1129	268.3711385
1130	268.3676304
1131	268.3586287
1132	268.357105
1133	268.3310179
1134	268.3134898
1135	268.2573178
1136	268.2410437
1137	268.2326418
1138	268.2162272
1139	268.2088668
1140	268.2052853
1141	268.1853603
1142	268.1545623
1143	268.1364097
1144	268.0803129
1145	268.0524197
1146	268.017267
1147	268.0003797
1148	267.9438827
1149	267.938251
1150	267.9146354
1151	267.8924386
1152	267.8698673
1153	267.8605028
1154	267.8363445
1155	267.8138699
1156	267.7940476
1157	267.781124
1158	267.7760558
1159	267.731436
1160	267.7147908
1161	267.6936758
1162	267.6639296
1163	267.5835905
1164	267.5321036
1165	267.4854268
1166	267.4547762
1167	267.4394591
1168	267.414968
1169	267.3969339
1170	267.3751106
1171	267.346887
1172	267.2787535
1173	267.2627681
1174	267.2252422
1175	267.2068521
1176	267.2051556
1177	267.1987626
1178	267.147857
1179	267.1432305
1180	267.1215516
1181	267.0980729
1182	267.0533878
1183	267.0378589
1184	266.987983
1185	266.9712112
1186	266.9565202
1187	266.9377601
1188	266.9038291
1189	266.8991971
1190	266.8670953
1191	266.820432
1192	266.7569129
1193	266.745105
1194	266.6892629
1195	266.645061
1196	266.6186264
1197	266.5872373
1198	266.5726389
1199	266.5639284
1200	266.5370625
1201	266.5131235
1202	266.4982679
1203	266.4904125
1204	266.453482
1205	266.4526631
1206	266.4442037
1207	266.4380437
1208	266.3971512
1209	266.3805656
1210	266.3694308
1211	266.3458543
1212	266.304028
1213	266.2896561
1214	266.2582626
1215	266.2526685
1216	266.246975
1217	266.2178292
1218	266.2037139
1219	266.1757169
1220	266.1521288
1221	266.1207344
1222	266.1071234
1223	266.1024945
1224	266.0915501
1225	266.0828382
1226	265.974913
1227	265.9300612
1228	265.8410369
1229	265.8057953
1230	265.7703472
1231	265.7595833
1232	265.7446637
1233	265.7118098
1234	265.6809456
1235	265.6310406
1236	265.5960034
1237	265.5792401
1238	265.573307
1239	265.5438581
1240	265.51439
1241	265.4913896
1242	265.4898064
1243	265.4465389
1244	265.4179656
1245	265.3951184
1246	265.3513245
1247	265.3447291
1248	265.3394522
1249	265.3131707
1250	265.2919741
1251	265.2829651
1252	265.2422329
1253	265.2251298
1254	265.1892914
1255	265.1741677
1256	265.1726205
1257	265.1432719
1258	265.0838464
1259	265.0491723
1260	265.0350669
1261	265.0131085
1262	264.9909251
1263	264.9756062
1264	264.9617613
1265	264.931541
1266	264.9026675
1267	264.8652323
1268	264.7860331
1269	264.7621333
1270	264.7391392
1271	264.7161502
1272	264.6933156
1273	264.6707619
1274	264.6571646
1275	264.6452095
1276	264.6318261
1277	264.6289134
1278	264.5828235
1279	264.5771173
1280	264.536166
1281	264.5078462
1282	264.4967436
1283	264.4664714
1284	264.3944085
1285	264.3787152
1286	264.3468103
1287	264.3367483
1288	264.3225014
1289	264.3043979
1290	264.2897698
1291	264.2608635
1292	264.2458736
1293	264.2219999
1294	264.1939735
1295	264.1878939
1296	264.1710755
1297	264.1683706
1298	264.1249645
1299	264.1098973
1300	264.1059443
1301	264.0960484
1302	264.0811313
1303	264.0388842
1304	264.0024731
1305	263.9984198
1306	263.9931041
1307	263.9542521
1308	263.9242814
1309	263.8944254
1310	263.8819259
1311	263.8487686
1312	263.8283343
1313	263.8127507
1314	263.793675
1315	263.7856733
1316	263.757616
1317	263.7483257
1318	263.7436056
1319	263.7070329
1320	263.6910973
1321	263.6857244
1322	263.6543613
1323	263.6521147
1324	263.6477174
1325	263.6172079
1326	263.575696
1327	263.5736312
1328	263.5678439
1329	263.5349015
1330	263.4965905
1331	263.4819511
1332	263.4701123
1333	263.4503157
1334	263.4475194
1335	263.4250253
1336	263.3788678
1337	263.3695716
1338	263.3460989
1339	263.3102904
1340	263.27188
1341	263.2442398
1342	263.2425924
1343	263.2244019
1344	263.2076929
1345	263.2006658
1346	263.1963579
1347	263.1893985
1348	263.1602786
1349	263.1494726
1350	263.1104491
1351	263.1053816
1352	263.0953301
1353	263.0743922
1354	263.0568935
1355	263.0436803
1356	263.0138667
1357	263.0052334
1358	262.9993631
1359	262.9799213
1360	262.939089
1361	262.926616
1362	262.9050706
1363	262.8681215
1364	262.8363653
1365	262.7977063
1366	262.7840205
1367	262.7512004
1368	262.7221473
1369	262.7166179
1370	262.6569736
1371	262.642934
1372	262.5672132
1373	262.5348144
1374	262.526505
1375	262.5152111
1376	262.4925045
1377	262.4770345
1378	262.4615682
1379	262.4529282
1380	262.4483556
1381	262.3877197
1382	262.3638465
1383	262.3156206
1384	262.2869445
1385	262.256042
1386	262.2158603
1387	262.2026115
1388	262.1836719
1389	262.1564554
1390	262.1545613
1391	262.1334121
1392	262.1244674
1393	262.1111478
1394	262.0932914
1395	262.0512567
1396	262.0503833
1397	262.0434967
1398	262.0040493
1399	261.9929752
1400	261.9679243
1401	261.9330625
1402	261.9117538
1403	261.8870746
1404	261.8399192
1405	261.7323299
1406	261.7186633
1407	261.6757716
1408	261.6608942
1409	261.6170078
1410	261.6064686
1411	261.5704683
1412	261.5408804
1413	261.5188708
1414	261.5099573
1415	261.4862533
1416	261.4582061
1417	261.4566177
1418	261.4407322
1419	261.4312017
1420	261.4059855
1421	261.4045387
1422	261.3841827
1423	261.3500721
1424	261.3457536
1425	261.2738763
1426	261.229263
1427	261.2195526
1428	261.1902121
1429	261.187866
1430	261.149088
1431	261.1245508
1432	261.1199467
1433	261.0903221
1434	261.0862015
1435	261.0564647
1436	261.0373744
1437	261.0249104
1438	260.9750675
1439	260.9303927
1440	260.9206755
1441	260.9117935
1442	260.8947442
1443	260.8815364
1444	260.8748947
1445	260.8373024
1446	260.8156377
1447	260.7893732
1448	260.7705759
1449	260.7336622
1450	260.7313444
1451	260.7133218
1452	260.7017736
1453	260.6794858
1454	260.6471948
1455	260.6352331
1456	260.6214874
1457	260.6097794
1458	260.5503003
1459	260.5489065
1460	260.5092373
1461	260.4737606
1462	260.4721774
1463	260.4521298
1464	260.4442839
1465	260.4303262
1466	260.4152011
1467	260.3836018
1468	260.3566439
1469	260.3334694
1470	260.3252218
1471	260.3127865
1472	260.2954566
1473	260.2479403
1474	260.1897346
1475	260.1376227
1476	260.1294021
1477	260.0926044
1478	260.0906449
1479	260.0722201
1480	260.0388286
1481	260.003318
1482	259.9752903
1483	259.958663
1484	259.9573964
1485	259.9392205
1486	259.9139366
1487	259.891848
1488	259.8720601
1489	259.8602513
1490	259.8324977
1491	259.8178059
1492	259.7785947
1493	259.7739506
1494	259.7636939
1495	259.7333017
1496	259.7197077
1497	259.6967794
1498	259.6778525
1499	259.6667028
1500	259.6620425
1501	259.6342091
1502	259.6296064
1503	259.5948029
1504	259.5723684
1505	259.5558445
1506	259.5131972
1507	259.4937525
1508	259.4873334
1509	259.4742104
1510	259.4407291
1511	259.4279466
1512	259.4005983
1513	259.3680344
1514	259.329556
1515	259.3200716
1516	259.2892656
1517	259.2859629
1518	259.2615998
1519	259.2291196
1520	259.2159088
1521	259.1998117
1522	259.1731499
1523	259.1619659
1524	259.0946197
1525	259.0859204
1526	259.0642492
1527	259.0509178
1528	259.0333367
1529	259.0253902
1530	259.0008266
1531	258.9809642
1532	258.9359561
1533	258.920805
1534	258.9068535
1535	258.8840541
1536	258.8392863
1537	258.8279541
1538	258.8170996
1539	258.8021542
1540	258.7898076
1541	258.7713805
1542	258.7652897
1543	258.7420269
1544	258.7297339
1545	258.7117132
1546	258.7065847
1547	258.6960194
1548	258.6653359
1549	258.6583923
1550	258.6311638
1551	258.6038734
1552	258.593593
1553	258.5881651
1554	258.5559558
1555	258.5532699
1556	258.5452313
1557	258.540685
1558	258.5086197
1559	258.4837147
1560	258.4600735
1561	258.434483
1562	258.4212459
1563	258.4030645
1564	258.3678976
1565	258.3530341
1566	258.2939372
1567	258.2635801
1568	258.2321514
1569	258.2165686
1570	258.2070732
1571	258.1771893
1572	258.1519335
1573	258.1141107
1574	258.0717286
1575	258.0593208
1576	258.0472753
1577	258.0338488
1578	258.0197529
1579	257.9928789
1580	257.9851308
1581	257.9716056
1582	257.9688526
1583	257.9500186
1584	257.9451554
1585	257.9409821
1586	257.9180964
1587	257.9038485
1588	257.901263
1589	257.8908747
1590	257.8170585
1591	257.8007153
1592	257.7723612
1593	257.7680331
1594	257.742227
1595	257.7044824
1596	257.6681145
1597	257.6667446
1598	257.6304044
1599	257.6137075
1600	257.6006541
1601	257.5905863
1602	257.5823908
1603	257.5305978
1604	257.5145264
1605	257.4822542
1606	257.4235146
1607	257.4168544
1608	257.4010849
1609	257.3859156
1610	257.3279232
1611	257.3103723
1612	257.2989071
1613	257.2892234
1614	257.2692444
1615	257.252739
1616	257.2251077
1617	257.199906
1618	257.1985587
1619	257.1908283
1620	257.1795138
1621	257.1505528
1622	257.1495314
1623	257.145904
1624	257.1331851
1625	257.1136542
1626	257.0862699
1627	257.0710176
1628	257.0398164
1629	257.0113887
1630	257.0014984
1631	256.986299
1632	256.9609225
1633	256.931272
1634	256.9080706
1635	256.8711264
1636	256.8454564
1637	256.8402634
1638	256.8065548
1639	256.7890085
1640	256.7720005
1641	256.7707586
1642	256.7383074
1643	256.7206226
1644	256.6971189
1645	256.681958
1646	256.6774733
1647	256.6728425
1648	256.6686997
1649	256.6255354
1650	256.6097297
1651	256.6004496
1652	256.5865305
1653	256.5598525
1654	256.5309252
1655	256.5169281
1656	256.5009674
1657	256.4575151
1658	256.4491944
1659	256.4130468
1660	256.3874922
1661	256.383793
1662	256.3558715
1663	256.3482364
1664	256.3131643
1665	256.2847473
1666	256.250389
1667	256.2487333
1668	256.2318936
1669	256.1962129
1670	256.1930148
1671	256.1328492
1672	256.100619
1673	256.0896736
1674	256.0805654
1675	256.0640776
1676	256.0417014
1677	256.0298383
1678	256.0059647
1679	255.9896643
1680	255.9767652
