iter	Passed	Remaining
1857	1992	152
1858	1993	151
1859	1994	150
1860	1995	149
1861	1996	147
1862	1997	146
1863	1998	145
1864	2000	144
1865	2001	143
1866	2002	142
1867	2003	141
1868	2004	140
1869	2005	139
1870	2006	138
1871	2007	137
1872	2008	136
1873	2009	135
1874	2010	134
1875	2011	132
1876	2012	131
1877	2013	130
1878	2014	129
1879	2015	128
1880	2016	127
1881	2017	126
1882	2018	125
1883	2019	124
1884	2020	123
1885	2021	122
1886	2023	121
1887	2024	120
1888	2025	118
1889	2026	117
1890	2027	116
1891	2028	115
1892	2029	114
1893	2030	113
1894	2031	112
1895	2032	111
1896	2033	110
1897	2034	109
1898	2035	108
1899	2036	107
1900	2037	106
1901	2039	105
1902	2040	103
1903	2041	102
1904	2042	101
1905	2043	100
1906	2044	99
1907	2045	98
1908	2046	97
1909	2047	96
1910	2048	95
1911	2049	94
1912	2050	93
1913	2051	92
1914	2052	91
1915	2053	90
1916	2054	88
1917	2055	87
1918	2056	86
1919	2057	85
1920	2058	84
1921	2059	83
1922	2060	82
1923	2061	81
1924	2063	80
1925	2064	79
1926	2065	78
1927	2066	77
1928	2067	76
1929	2068	75
1930	2069	73
1931	2070	72
1932	2071	71
1933	2072	70
1934	2073	69
1935	2074	68
1936	2075	67
1937	2076	66
1938	2077	65
1939	2078	64
1940	2079	63
1941	2080	62
1942	2082	61
1943	2083	60
1944	2084	58
1945	2085	57
1946	2086	56
1947	2087	55
1948	2088	54
1949	2089	53
1950	2090	52
1951	2091	51
1952	2092	50
1953	2093	49
1954	2094	48
1955	2095	47
1956	2096	46
1957	2097	44
1958	2098	43
1959	2099	42
1960	2100	41
1961	2101	40
1962	2102	39
1963	2104	38
1964	2105	37
1965	2106	36
1966	2107	35
1967	2108	34
1968	2109	33
1969	2110	32
1970	2111	31
1971	2112	29
1972	2113	28
1973	2114	27
1974	2115	26
1975	2116	25
1976	2117	24
1977	2118	23
1978	2119	22
1979	2120	21
1980	2121	20
1981	2122	19
1982	2123	18
1983	2124	17
1984	2125	16
1985	2127	14
1986	2128	13
1987	2129	12
1988	2130	11
1989	2131	10
1990	2132	9
1991	2133	8
1992	2134	7
1993	2135	6
1994	2136	5
1995	2137	4
1996	2138	3
1997	2139	2
1998	2140	1
1999	2141	0
