iter	Passed	Remaining
192	202	1893
193	203	1891
194	204	1890
195	205	1888
196	206	1887
197	207	1886
198	208	1885
199	209	1884
200	210	1884
201	211	1883
202	212	1881
203	213	1880
204	214	1879
205	215	1877
206	216	1876
207	217	1874
208	218	1873
209	219	1872
210	220	1870
211	221	1869
212	222	1868
213	223	1866
214	224	1866
215	226	1867
216	227	1866
217	228	1864
218	229	1863
219	230	1862
220	231	1860
221	232	1859
222	233	1858
223	234	1856
224	235	1855
225	236	1854
226	237	1853
227	238	1852
228	239	1850
229	240	1850
230	241	1849
231	242	1847
232	243	1846
233	244	1845
234	245	1844
235	246	1842
236	247	1841
237	248	1840
238	249	1839
239	250	1837
240	251	1836
241	252	1835
242	253	1833
243	254	1832
244	255	1832
245	257	1832
246	258	1831
247	259	1830
248	260	1829
249	261	1827
250	262	1826
251	263	1825
252	264	1824
253	265	1822
254	266	1821
255	267	1820
256	268	1818
257	269	1817
258	270	1816
259	271	1815
260	272	1814
261	273	1813
262	274	1812
263	275	1811
264	276	1810
265	277	1809
266	278	1807
267	279	1806
268	280	1805
269	281	1804
270	282	1803
271	283	1802
272	284	1801
273	285	1800
274	286	1798
275	287	1797
276	288	1796
277	289	1795
278	290	1794
279	291	1793
280	293	1792
281	294	1791
282	295	1790
283	296	1789
284	297	1788
285	298	1787
286	299	1785
287	300	1784
288	301	1783
289	302	1782
290	303	1781
291	304	1780
292	305	1779
293	306	1778
294	307	1776
295	308	1775
296	309	1774
297	310	1774
298	311	1772
299	312	1771
300	313	1770
301	314	1769
302	315	1768
303	316	1766
304	317	1765
305	318	1764
306	319	1763
307	320	1762
308	321	1760
309	322	1759
310	323	1758
311	324	1757
312	325	1756
313	326	1755
314	327	1753
315	328	1752
316	329	1751
317	330	1750
318	331	1749
319	333	1748
320	334	1747
321	335	1746
322	336	1745
323	337	1743
324	338	1742
325	339	1741
326	340	1739
327	341	1738
328	342	1737
329	343	1736
330	344	1735
331	345	1734
332	346	1734
333	347	1733
334	348	1733
335	349	1731
336	350	1730
337	351	1730
338	352	1728
339	353	1727
340	354	1727
341	356	1726
342	357	1725
343	358	1724
344	359	1723
345	360	1722
346	361	1721
347	362	1719
348	363	1719
349	364	1717
350	365	1716
351	366	1715
352	367	1714
353	368	1713
354	369	1712
355	370	1711
356	371	1710
357	372	1709
358	373	1708
359	374	1707
360	375	1705
361	376	1704
362	377	1703
363	378	1702
364	379	1701
365	380	1700
366	381	1698
367	382	1698
368	383	1697
369	385	1696
370	386	1695
371	387	1694
372	388	1693
373	389	1692
374	390	1691
375	391	1690
376	392	1689
377	393	1688
378	394	1687
379	395	1686
380	396	1685
381	397	1684
382	398	1683
383	399	1682
384	400	1681
385	401	1680
386	402	1679
387	403	1678
388	404	1677
389	405	1676
390	407	1675
391	408	1673
392	409	1672
393	410	1672
394	411	1671
395	412	1670
396	413	1669
397	414	1668
398	415	1667
399	416	1666
400	417	1665
401	418	1663
402	419	1662
403	420	1662
404	421	1661
405	422	1660
406	423	1659
407	425	1658
408	426	1657
409	427	1656
410	428	1655
411	429	1654
412	430	1653
413	431	1652
414	432	1651
415	433	1650
416	434	1649
417	435	1648
418	436	1647
419	437	1646
420	438	1645
421	439	1644
422	440	1643
423	441	1642
424	442	1641
425	443	1640
426	445	1639
427	446	1638
428	447	1637
429	448	1636
430	449	1635
431	450	1634
432	451	1633
433	452	1632
434	453	1631
435	454	1630
436	455	1630
437	456	1629
438	457	1628
439	458	1627
440	460	1626
441	461	1625
442	462	1624
443	463	1623
444	464	1621
445	465	1620
446	466	1619
447	467	1618
448	468	1617
449	469	1616
450	470	1616
451	471	1615
452	472	1614
453	473	1613
454	474	1612
455	475	1611
456	476	1610
457	477	1609
458	479	1608
459	480	1607
460	481	1606
461	482	1605
462	483	1604
463	484	1603
464	485	1602
465	486	1601
466	487	1600
467	488	1599
468	489	1598
469	490	1597
470	491	1596
471	492	1595
472	493	1594
473	494	1593
474	495	1592
475	496	1591
476	498	1590
477	499	1589
478	500	1588
479	501	1587
480	502	1586
481	503	1585
482	504	1584
483	505	1583
484	506	1582
485	507	1581
486	508	1580
487	509	1579
488	510	1578
489	511	1577
490	512	1576
491	513	1575
492	514	1573
493	515	1572
494	517	1572
495	518	1570
496	519	1569
497	520	1568
498	521	1567
499	522	1566
500	523	1565
501	524	1564
502	525	1563
503	526	1562
504	527	1561
505	528	1560
506	529	1559
507	530	1558
508	531	1557
509	532	1556
510	533	1555
511	535	1554
512	536	1553
513	537	1552
514	538	1551
515	539	1550
516	540	1549
517	541	1548
518	542	1547
519	543	1546
520	544	1545
521	545	1544
522	546	1543
523	547	1542
524	548	1541
525	549	1540
526	550	1539
527	551	1538
528	552	1537
529	553	1536
530	554	1535
531	556	1534
532	557	1533
533	558	1532
534	559	1531
535	560	1530
536	561	1529
537	562	1528
538	563	1527
539	564	1526
540	565	1525
541	566	1524
542	567	1523
543	568	1522
544	569	1521
545	570	1520
546	572	1519
547	573	1519
548	574	1518
549	575	1517
550	576	1516
551	577	1515
552	578	1514
553	580	1514
554	581	1513
555	582	1512
556	583	1511
557	584	1510
558	585	1510
559	587	1509
560	588	1508
561	589	1508
562	590	1507
563	591	1506
564	592	1505
565	594	1504
566	595	1504
567	596	1503
568	597	1502
569	598	1501
570	599	1500
571	600	1499
572	602	1499
573	603	1498
574	604	1497
575	605	1496
576	606	1495
577	607	1494
578	608	1493
579	609	1492
580	610	1491
581	611	1490
582	612	1488
583	613	1487
584	614	1486
585	615	1485
586	616	1484
587	617	1483
588	618	1482
589	619	1481
590	620	1480
591	621	1479
592	623	1478
593	624	1477
594	625	1476
595	626	1475
596	627	1474
597	628	1473
598	629	1472
599	630	1470
600	631	1469
601	632	1468
602	633	1467
603	634	1466
604	635	1465
605	636	1464
606	637	1463
607	638	1462
608	639	1461
609	640	1460
610	642	1459
611	643	1458
612	644	1457
613	645	1456
614	646	1455
615	647	1454
616	648	1453
617	649	1452
618	650	1451
619	651	1450
620	652	1449
621	653	1448
622	654	1447
623	656	1446
624	657	1445
625	658	1444
626	659	1443
627	660	1442
628	661	1441
629	662	1441
630	663	1440
631	664	1439
632	665	1437
633	666	1436
634	667	1435
635	668	1434
636	670	1433
637	671	1432
638	672	1431
639	673	1430
640	674	1429
641	675	1428
642	676	1427
643	677	1426
644	678	1426
645	679	1424
646	680	1424
647	682	1423
648	683	1422
649	684	1421
650	685	1420
651	686	1419
652	687	1418
653	689	1418
654	690	1417
655	691	1416
656	692	1415
657	693	1414
658	694	1413
659	695	1413
660	697	1411
661	698	1410
662	699	1409
663	700	1409
664	701	1408
665	702	1407
666	703	1406
667	704	1405
668	706	1404
669	707	1403
670	708	1402
671	709	1402
672	710	1401
673	711	1400
674	712	1399
675	713	1397
676	714	1396
677	715	1395
678	716	1394
679	718	1393
680	719	1392
681	720	1392
682	721	1391
683	722	1390
684	723	1389
685	724	1388
686	725	1387
687	727	1386
688	728	1385
689	729	1384
690	730	1384
691	731	1383
692	732	1382
693	733	1380
694	734	1379
695	736	1379
696	737	1378
697	738	1377
698	739	1376
699	740	1375
700	741	1374
701	742	1372
702	743	1371
703	744	1370
704	745	1369
705	746	1368
706	747	1367
707	748	1366
708	749	1365
709	750	1364
710	752	1363
711	753	1362
712	754	1361
713	755	1360
714	756	1359
715	757	1357
716	758	1356
717	759	1355
718	760	1354
719	761	1353
720	762	1352
721	763	1351
722	764	1350
723	765	1349
724	766	1348
725	767	1347
726	768	1346
727	770	1345
728	771	1344
729	772	1343
730	773	1342
731	774	1341
732	775	1340
733	776	1339
734	777	1338
735	778	1337
736	779	1335
737	780	1334
738	781	1333
739	782	1333
740	784	1332
741	785	1331
742	786	1330
743	787	1329
744	788	1328
745	789	1326
746	790	1325
747	791	1324
748	792	1323
749	793	1322
750	794	1321
751	795	1320
752	796	1319
753	797	1318
754	798	1317
755	800	1316
756	801	1315
757	802	1314
758	803	1313
759	804	1312
760	805	1311
761	806	1310
762	807	1308
763	808	1307
764	809	1306
765	810	1305
766	811	1304
767	812	1303
768	813	1302
769	814	1301
770	815	1300
771	816	1299
772	817	1298
773	819	1297
774	820	1296
775	821	1295
776	822	1294
777	823	1292
778	824	1291
779	825	1290
780	826	1290
781	827	1289
782	828	1288
783	829	1287
784	831	1286
785	832	1285
786	833	1284
787	834	1283
788	835	1282
789	836	1281
790	837	1279
791	838	1278
792	839	1277
793	840	1276
794	841	1275
795	842	1274
796	843	1273
797	844	1272
798	845	1271
799	846	1270
800	847	1269
801	849	1268
802	850	1267
803	851	1266
804	852	1265
805	853	1263
806	854	1262
807	855	1261
808	856	1261
809	857	1260
810	858	1259
811	860	1258
812	861	1257
813	862	1256
814	863	1255
815	864	1254
816	865	1253
817	866	1252
818	867	1251
819	869	1250
820	870	1249
821	871	1248
822	872	1247
823	873	1246
824	874	1245
825	875	1244
826	876	1243
827	878	1242
828	879	1242
829	880	1241
830	881	1240
831	882	1239
832	883	1238
833	884	1237
834	885	1235
835	886	1234
836	887	1233
837	889	1232
838	890	1231
839	891	1230
840	892	1229
841	893	1228
842	894	1227
843	895	1226
844	896	1225
845	897	1224
846	898	1223
847	899	1222
848	900	1221
849	901	1220
850	902	1219
851	904	1218
852	905	1216
853	906	1215
854	907	1214
855	908	1213
856	909	1212
857	910	1211
858	911	1210
859	912	1209
860	913	1208
861	914	1207
862	915	1206
863	916	1205
864	917	1204
865	918	1203
866	919	1201
867	920	1200
868	921	1199
869	922	1198
870	923	1197
871	924	1196
872	926	1195
873	927	1194
874	928	1193
875	929	1192
876	930	1191
877	931	1189
878	932	1188
879	933	1187
880	934	1186
881	935	1185
882	936	1184
883	937	1183
884	938	1182
885	939	1181
886	940	1179
887	941	1178
888	942	1177
889	943	1176
890	944	1175
891	945	1174
892	946	1173
893	947	1172
894	948	1171
895	949	1170
896	950	1169
897	951	1168
898	953	1167
899	954	1166
900	955	1165
901	956	1163
902	957	1162
903	958	1161
904	959	1160
905	960	1159
906	961	1158
907	962	1157
908	963	1156
909	964	1155
910	965	1154
911	966	1153
912	967	1152
913	968	1151
914	970	1150
915	971	1149
916	972	1148
917	973	1147
918	974	1145
919	975	1144
920	976	1143
921	977	1142
922	978	1141
923	979	1140
924	980	1139
925	981	1138
926	982	1137
927	983	1136
928	984	1135
929	985	1134
930	986	1132
931	987	1131
932	988	1130
933	989	1129
934	990	1128
935	991	1127
936	993	1126
937	994	1125
938	995	1124
939	996	1123
940	997	1122
941	998	1121
942	999	1120
943	1000	1119
944	1001	1117
945	1002	1116
946	1003	1115
947	1004	1114
948	1005	1113
949	1006	1112
950	1007	1111
951	1008	1110
952	1009	1109
953	1010	1108
954	1011	1107
955	1012	1106
956	1013	1105
957	1014	1103
958	1016	1102
959	1017	1101
960	1018	1100
961	1019	1099
962	1020	1098
963	1021	1097
964	1022	1096
965	1023	1095
966	1024	1094
967	1025	1093
968	1026	1092
969	1027	1091
970	1028	1090
971	1029	1089
972	1030	1087
973	1031	1086
974	1032	1085
975	1033	1084
976	1034	1083
977	1035	1082
978	1036	1081
979	1037	1080
980	1039	1079
981	1040	1078
982	1041	1077
983	1042	1076
984	1043	1074
985	1044	1073
986	1045	1072
987	1046	1071
988	1047	1070
989	1048	1069
990	1049	1068
991	1050	1067
992	1051	1066
993	1052	1065
994	1053	1064
995	1054	1063
996	1055	1062
997	1056	1060
998	1057	1059
999	1058	1058
1000	1059	1057
1001	1060	1056
1002	1062	1055
1003	1063	1054
1004	1064	1053
1005	1065	1052
1006	1066	1051
1007	1067	1050
1008	1068	1049
1009	1069	1048
1010	1070	1047
1011	1071	1046
1012	1073	1045
1013	1074	1044
1014	1075	1043
1015	1076	1042
1016	1077	1041
1017	1078	1039
1018	1079	1038
1019	1080	1037
1020	1081	1036
1021	1082	1035
1022	1083	1034
1023	1084	1033
1024	1085	1032
1025	1086	1031
1026	1087	1030
1027	1088	1029
1028	1089	1028
1029	1090	1027
1030	1091	1026
1031	1092	1024
1032	1093	1023
1033	1094	1022
1034	1095	1021
1035	1096	1020
1036	1097	1019
1037	1099	1018
1038	1100	1017
1039	1101	1016
1040	1102	1015
1041	1103	1014
1042	1104	1013
1043	1105	1012
1044	1106	1010
1045	1107	1009
1046	1108	1009
1047	1109	1008
1048	1110	1007
1049	1111	1006
1050	1113	1005
1051	1114	1003
1052	1115	1002
1053	1116	1001
1054	1117	1000
1055	1118	999
1056	1119	998
1057	1120	997
1058	1121	996
1059	1122	995
1060	1123	994
1061	1124	993
1062	1125	992
1063	1126	991
1064	1127	990
1065	1128	989
1066	1129	987
1067	1130	986
1068	1131	985
1069	1132	984
1070	1133	983
1071	1135	982
1072	1136	981
1073	1137	980
1074	1138	979
1075	1139	978
1076	1140	977
1077	1141	976
1078	1142	975
1079	1143	974
1080	1144	973
1081	1145	971
1082	1146	970
1083	1147	969
1084	1148	968
1085	1149	967
1086	1150	966
1087	1151	965
1088	1152	964
1089	1153	963
1090	1155	962
1091	1156	961
1092	1157	960
1093	1158	959
1094	1159	958
1095	1160	957
1096	1161	956
1097	1162	955
1098	1163	954
1099	1164	953
1100	1165	951
1101	1167	951
1102	1168	950
1103	1169	948
1104	1170	947
1105	1171	946
1106	1187	957
1107	1188	956
1108	1189	955
1109	1190	954
1110	1191	953
1111	1192	952
1112	1193	951
1113	1194	950
1114	1195	949
1115	1196	947
1116	1197	946
1117	1198	945
1118	1199	944
1119	1200	943
1120	1202	942
1121	1203	941
1122	1204	940
1123	1205	939
1124	1206	938
1125	1207	937
1126	1208	936
1127	1209	935
1128	1210	933
1129	1211	932
1130	1212	931
1131	1213	930
1132	1214	929
1133	1215	928
1134	1216	927
1135	1218	926
1136	1219	925
1137	1220	924
1138	1221	923
1139	1222	922
1140	1223	920
1141	1224	919
1142	1225	918
1143	1226	917
1144	1227	916
1145	1228	915
1146	1229	914
1147	1230	913
1148	1231	912
1149	1232	911
1150	1233	910
1151	1234	909
1152	1236	907
1153	1237	906
1154	1238	905
1155	1239	904
1156	1240	903
1157	1241	902
1158	1242	901
1159	1243	900
1160	1244	899
1161	1245	898
1162	1246	897
1163	1247	896
1164	1248	894
1165	1249	893
1166	1250	892
1167	1251	891
1168	1253	890
1169	1254	889
1170	1255	888
1171	1256	887
1172	1257	886
1173	1258	885
1174	1259	884
1175	1260	883
1176	1261	882
1177	1262	881
1178	1264	880
1179	1265	879
1180	1266	878
1181	1267	877
1182	1268	876
1183	1269	875
1184	1271	874
1185	1272	873
1186	1273	872
1187	1274	871
1188	1275	870
1189	1277	869
1190	1278	868
1191	1279	867
1192	1280	866
1193	1281	865
1194	1282	864
1195	1283	863
1196	1285	862
1197	1286	860
1198	1287	859
1199	1288	858
1200	1289	857
1201	1290	856
1202	1291	855
1203	1292	854
1204	1293	853
1205	1294	852
1206	1295	851
1207	1296	850
1208	1298	849
1209	1299	848
1210	1300	847
1211	1301	846
1212	1302	844
1213	1303	843
1214	1304	842
1215	1305	841
1216	1306	840
1217	1307	839
1218	1308	838
1219	1309	837
1220	1310	836
1221	1312	835
1222	1313	834
1223	1314	833
1224	1315	832
1225	1316	831
1226	1317	830
1227	1318	829
1228	1319	828
1229	1320	826
1230	1322	825
1231	1323	824
1232	1324	823
1233	1325	822
1234	1326	821
1235	1327	820
1236	1328	819
1237	1329	818
1238	1330	817
1239	1331	816
1240	1333	815
1241	1334	814
1242	1335	813
1243	1336	812
1244	1337	810
1245	1338	809
1246	1339	808
1247	1340	807
1248	1341	806
1249	1342	805
1250	1343	804
1251	1344	803
1252	1345	802
1253	1346	801
1254	1348	800
1255	1349	799
1256	1350	798
1257	1351	796
1258	1352	795
1259	1353	794
1260	1354	793
1261	1355	792
1262	1356	791
1263	1357	790
1264	1358	789
1265	1359	788
1266	1361	787
1267	1362	786
1268	1363	785
1269	1364	784
1270	1365	783
1271	1366	782
1272	1367	780
1273	1368	779
1274	1369	778
1275	1370	777
1276	1371	776
1277	1372	775
1278	1373	774
1279	1374	773
1280	1376	772
1281	1377	771
1282	1378	770
1283	1379	769
1284	1380	768
1285	1381	766
1286	1382	765
1287	1383	764
1288	1384	763
1289	1385	762
1290	1386	761
1291	1387	760
1292	1388	759
1293	1389	758
1294	1390	757
1295	1392	756
1296	1393	755
1297	1394	754
1298	1395	753
1299	1396	751
1300	1397	750
1301	1398	749
1302	1399	748
1303	1400	747
1304	1401	746
1305	1402	745
1306	1403	744
1307	1404	743
1308	1405	742
1309	1406	741
1310	1408	740
1311	1409	738
1312	1410	737
1313	1411	736
1314	1412	735
1315	1413	734
1316	1414	733
1317	1415	732
1318	1416	731
1319	1417	730
1320	1418	729
1321	1419	727
1322	1420	726
1323	1421	725
1324	1422	724
1325	1423	723
1326	1424	722
1327	1425	721
1328	1426	720
1329	1427	719
1330	1429	718
1331	1430	717
1332	1431	716
1333	1432	715
1334	1433	713
1335	1434	712
1336	1435	711
1337	1436	710
1338	1437	709
1339	1438	708
1340	1439	707
1341	1440	706
1342	1441	705
1343	1442	704
1344	1443	703
1345	1444	702
1346	1445	700
1347	1446	699
1348	1448	698
1349	1449	697
1350	1450	696
1351	1451	695
1352	1452	694
1353	1453	693
1354	1454	692
1355	1455	691
1356	1456	690
1357	1457	689
1358	1458	687
1359	1459	686
1360	1460	685
1361	1461	684
1362	1462	683
1363	1463	682
1364	1464	681
1365	1465	680
1366	1467	679
1367	1468	678
1368	1469	677
1369	1470	676
1370	1471	674
1371	1472	673
1372	1473	672
1373	1474	671
1374	1475	670
1375	1476	669
1376	1477	668
1377	1478	667
1378	1479	666
1379	1480	665
1380	1481	664
1381	1483	663
1382	1484	662
1383	1485	661
1384	1486	659
1385	1487	658
1386	1488	657
1387	1489	656
1388	1490	655
1389	1491	654
1390	1492	653
1391	1493	652
1392	1494	651
1393	1495	650
1394	1496	649
1395	1497	648
1396	1498	646
1397	1499	645
1398	1500	644
1399	1501	643
1400	1503	642
1401	1504	641
1402	1505	640
1403	1506	639
1404	1507	638
1405	1508	637
1406	1509	636
1407	1510	635
1408	1511	634
1409	1512	633
1410	1513	631
1411	1514	630
1412	1515	629
1413	1517	628
1414	1518	627
1415	1519	626
1416	1520	625
1417	1521	624
1418	1522	623
1419	1523	622
1420	1524	621
1421	1525	620
1422	1526	618
1423	1527	617
1424	1528	616
1425	1529	615
1426	1530	614
1427	1531	613
1428	1532	612
1429	1533	611
1430	1534	610
1431	1535	609
1432	1537	608
1433	1538	607
1434	1539	605
1435	1540	604
1436	1541	603
1437	1542	602
1438	1543	601
1439	1544	600
1440	1545	599
1441	1546	598
1442	1547	597
1443	1548	596
1444	1549	595
1445	1551	594
1446	1552	593
1447	1553	592
1448	1554	591
1449	1555	589
1450	1556	588
1451	1557	587
1452	1558	586
1453	1559	585
1454	1560	584
1455	1561	583
1456	1562	582
1457	1563	581
1458	1564	580
1459	1565	579
1460	1567	578
1461	1568	577
1462	1569	575
1463	1570	574
1464	1571	573
1465	1572	572
1466	1573	571
1467	1574	570
1468	1576	569
1469	1577	568
1470	1578	567
1471	1579	566
1472	1580	565
1473	1581	564
1474	1582	563
1475	1584	562
1476	1585	561
1477	1586	560
1478	1587	559
1479	1588	558
1480	1590	557
1481	1591	556
1482	1592	555
1483	1594	554
1484	1595	553
1485	1596	552
1486	1597	551
1487	1598	549
1488	1599	548
1489	1600	547
1490	1601	546
1491	1602	545
1492	1603	544
1493	1604	543
1494	1605	542
1495	1606	541
1496	1607	540
1497	1608	539
1498	1609	538
1499	1610	536
1500	1611	535
1501	1612	534
1502	1613	533
1503	1615	532
1504	1616	531
1505	1617	530
1506	1618	529
1507	1619	528
1508	1620	527
1509	1621	526
1510	1622	525
1511	1623	524
1512	1624	522
1513	1625	521
1514	1626	520
1515	1627	519
1516	1628	518
1517	1629	517
1518	1630	516
1519	1632	515
1520	1633	514
1521	1634	513
1522	1635	512
1523	1636	511
1524	1637	509
1525	1638	508
1526	1639	507
1527	1640	506
1528	1641	505
1529	1642	504
1530	1643	503
1531	1644	502
1532	1645	501
1533	1646	500
1534	1647	499
1535	1649	498
1536	1650	497
1537	1651	495
1538	1652	494
1539	1653	493
1540	1654	492
1541	1655	491
1542	1656	490
1543	1657	489
1544	1658	488
1545	1659	487
1546	1660	486
1547	1661	485
1548	1662	484
1549	1663	483
1550	1664	481
1551	1665	480
1552	1666	479
1553	1667	478
1554	1668	477
1555	1669	476
1556	1670	475
1557	1672	474
1558	1673	473
1559	1674	472
1560	1675	471
1561	1676	470
1562	1677	468
1563	1678	467
1564	1679	466
1565	1680	465
1566	1681	464
1567	1682	463
1568	1683	462
1569	1684	461
1570	1685	460
1571	1687	459
1572	1688	458
1573	1689	457
1574	1690	456
1575	1691	455
1576	1692	453
1577	1693	452
1578	1694	451
1579	1695	450
1580	1696	449
1581	1697	448
1582	1698	447
1583	1699	446
1584	1701	445
1585	1702	444
1586	1703	443
1587	1704	442
1588	1705	441
1589	1706	439
1590	1707	438
1591	1708	437
1592	1709	436
1593	1710	435
1594	1711	434
1595	1712	433
1596	1713	432
1597	1714	431
1598	1715	430
1599	1716	429
1600	1717	428
1601	1718	427
1602	1719	425
1603	1720	424
1604	1721	423
1605	1723	422
1606	1724	421
1607	1725	420
1608	1726	419
1609	1727	418
1610	1728	417
1611	1729	416
1612	1730	415
1613	1731	414
1614	1732	413
1615	1733	411
1616	1734	410
1617	1735	409
1618	1736	408
1619	1737	407
1620	1738	406
1621	1739	405
1622	1740	404
1623	1741	403
1624	1743	402
1625	1744	401
1626	1745	400
1627	1746	399
1628	1747	397
1629	1748	396
1630	1749	395
1631	1750	394
1632	1751	393
1633	1752	392
1634	1753	391
1635	1755	390
1636	1756	389
1637	1757	388
1638	1758	387
1639	1759	386
1640	1760	385
1641	1761	384
1642	1762	382
1643	1763	381
1644	1764	380
1645	1765	379
1646	1766	378
1647	1767	377
1648	1768	376
1649	1769	375
1650	1771	374
1651	1772	373
1652	1773	372
1653	1774	371
1654	1775	370
1655	1776	369
1656	1777	367
1657	1778	366
1658	1779	365
1659	1780	364
1660	1781	363
1661	1782	362
1662	1783	361
1663	1784	360
1664	1786	359
1665	1787	358
1666	1788	357
1667	1789	356
1668	1790	355
1669	1791	354
1670	1792	352
1671	1793	351
1672	1794	350
1673	1795	349
1674	1796	348
1675	1797	347
1676	1798	346
1677	1800	345
1678	1801	344
1679	1802	343
1680	1803	342
1681	1804	341
1682	1805	340
1683	1806	338
1684	1807	337
1685	1808	336
1686	1809	335
1687	1810	334
1688	1811	333
1689	1813	332
1690	1814	331
1691	1815	330
1692	1816	329
1693	1817	328
1694	1818	327
1695	1819	326
1696	1820	325
1697	1821	323
1698	1822	322
1699	1823	321
1700	1824	320
1701	1826	319
1702	1827	318
1703	1828	317
1704	1829	316
1705	1830	315
1706	1831	314
1707	1832	313
1708	1833	312
1709	1834	311
1710	1835	310
1711	1836	308
1712	1837	307
1713	1838	306
1714	1839	305
1715	1841	304
1716	1842	303
1717	1843	302
1718	1844	301
1719	1845	300
1720	1846	299
1721	1847	298
1722	1848	297
1723	1849	296
1724	1850	295
1725	1851	293
1726	1852	292
1727	1854	291
1728	1855	290
1729	1856	289
1730	1857	288
1731	1858	287
1732	1859	286
1733	1861	285
1734	1862	284
1735	1863	283
1736	1864	282
1737	1865	281
1738	1866	280
1739	1867	279
1740	1868	278
1741	1869	276
1742	1871	275
1743	1872	274
1744	1873	273
1745	1874	272
1746	1875	271
1747	1876	270
1748	1877	269
1749	1878	268
1750	1879	267
1751	1881	266
1752	1882	265
1753	1883	264
1754	1884	263
1755	1885	261
1756	1886	260
1757	1887	259
1758	1888	258
1759	1889	257
1760	1890	256
1761	1891	255
1762	1892	254
1763	1893	253
1764	1894	252
1765	1895	251
1766	1896	250
1767	1897	249
1768	1898	247
1769	1899	246
1770	1900	245
1771	1902	244
1772	1903	243
1773	1904	242
1774	1905	241
1775	1906	240
1776	1907	239
1777	1908	238
1778	1909	237
1779	1910	236
1780	1911	235
1781	1912	233
1782	1913	232
1783	1914	231
1784	1915	230
1785	1916	229
1786	1917	228
1787	1918	227
1788	1919	226
1789	1920	225
1790	1922	224
1791	1923	223
1792	1924	222
1793	1925	221
1794	1926	220
1795	1927	218
1796	1928	217
1797	1929	216
1798	1930	215
1799	1931	214
1800	1932	213
1801	1933	212
1802	1934	211
1803	1935	210
1804	1937	209
1805	1938	208
1806	1939	207
1807	1940	206
1808	1941	204
1809	1942	203
1810	1943	202
1811	1944	201
1812	1945	200
1813	1946	199
1814	1947	198
1815	1948	197
1816	1949	196
1817	1950	195
1818	1951	194
1819	1952	193
1820	1953	192
1821	1954	190
1822	1955	189
1823	1956	188
1824	1957	187
1825	1958	186
1826	1959	185
1827	1960	184
1828	1962	183
1829	1963	182
1830	1964	181
1831	1965	180
1832	1966	179
1833	1967	178
1834	1968	177
1835	1969	175
1836	1970	174
1837	1971	173
1838	1972	172
1839	1973	171
1840	1974	170
1841	1975	169
1842	1976	168
1843	1977	167
1844	1978	166
1845	1980	165
1846	1981	164
1847	1982	163
1848	1983	161
1849	1984	160
1850	1985	159
1851	1986	158
1852	1987	157
1853	1988	156
1854	1989	155
1855	1990	154
1856	1991	153
